$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;0;0;0;0;0;0;0;0;0
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;0;0;0;0;0;0;0;0;0
MERENS;TEICH;Wasserspeicher;F;E003;220;0;46;0;0;0;0;0;0;0;0;0
MERENS;ORLU;Wasserspeicher;F;E003;220;0;128;0;0;0;0;0;0;0;0;0
MERENS;NENTILLA;Wasserspeicher;F;E003;220;0;137;0;0;0;0;0;0;0;0;0
MERENS;LA TET;Wasserspeicher;F;E003;220;0;81;0;0;0;0;0;0;0;0;0
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;0;0;0;0;0;0;0;0;0
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;0;0;0;0;0;0;0;0;0
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;406;0;0;0;0;0;0;0;0;0
MONTEYNARD;ST. GEORGES;Wasserspeicher;F;E003;220;0;100;0;0;0;0;0;0;0;0;0
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;0;0;0;0;0;0;0;0;0
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;96;0;0;0;0;0;0;0;0;0
PEYRAT;MONCEAUX-LA-VIROLLE;Wasserspeicher;F;E003;220;0;59;0;0;0;0;0;0;0;0;0
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;44;0;0;0;0;0;0;0;0;0
PIED-DE-BORNE;PIED-DE-BORNE;Wasserspeicher;F;E003;220;0;150;0;0;0;0;0;0;0;0;0
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;0;0;0;0;0;0;0;0;0
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;0;97;0;0;0;0;0;0;0;0;0
PRAGNERES;PRAGNERES;Pumpspeicher;F;E003;220;-331,15;332;0;0;0;0;0;0;0;0;0
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;0;0;0;0;0;0;0;0;0
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;0;0;0;0;0;0;0;0;0
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;0;0;0;0;0;0;0;0;0
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;146;0;0;0;0;0;0;0;0;0
RUEYRES;LE GOUR NOIR;Wasserspeicher;F;E003;380;0;80;0;0;0;0;0;0;0;0;0
RUEYRES;LAVAL-DE-CERE;Wasserspeicher;F;E003;380;0;172;0;0;0;0;0;0;0;0;0
RUEYRES;ARGENTAT;Wasserspeicher;F;E003;380;0;87;0;0;0;0;0;0;0;0;0
RUEYRES;SARRANS;Wasserspeicher;F;E003;380;0;227;0;0;0;0;0;0;0;0;0
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;56;0;0;0;0;0;0;0;0;0
SALLES CURAN;ALRANCE;Wasserspeicher;F;E003;220;0;54;0;0;0;0;0;0;0;0;0
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;0;0;0;0;0;0;0;0;0
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;53;0;0;0;0;0;0;0;0;0
SERRE-PONCON;EYGLIERS;Wasserspeicher;F;E003;220;0;65;0;0;0;0;0;0;0;0;0
SERRE-PONCON;SERRE-PONCON;Wasserspeicher;F;E003;220;0;410;0;0;0;0;0;0;0;0;0
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;0;0;0;0;0;0;0;0;0
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;64;0;0;0;0;0;0;0;0;0
ST. CROIX;CASTILLON;Wasserspeicher;F;E003;220;0;108;0;0;0;0;0;0;0;0;0
ST. CROIX;ST. CROIX;Wasserspeicher;F;E003;220;0;198;0;0;0;0;0;0;0;0;0
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;52;0;0;0;0;0;0;0;0;0
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;612;0;0;0;0;0;0;0;0;0
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;0;0;0;0;0;0;0;0;0
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;0;0;0;0;0;0;0;0;0
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;0;0;0;0;0;0;0;0;0
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;0;0;0;0;0;0;0;0;0
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;0;0;0;0;0;0;0;0;0
BERGUM;BERGUM;Gas;N;E001;220;131,396;657;638,3687;564,9536;632,0561;594,6405;607,2357;564,9536;484,6363;542,0772;632,0561
BEVERWIJK;VELSEN;Gas;N;E001;380;170,596;853;832,9881;749,9541;826,8881;784,6266;800,0135;749,9541;641,8698;722,3097;826,8881
BEVERWIJK;IJMOND;Gas;N;E001;380;27,396;137;123,6658;98,5778;118,9716;103,9923;105,6539;98,5778;91,5085;96,0943;118,9716
BEVERWIJK;ALKMAAR;Müll;N;E001;380;0;87;87;87;87;87;87;87;87;87;87
BORSSELE;SLOE;Gas;N;E001;380;172,596;863;842,9181;759,4159;836,8337;794,3334;809,8496;759,4159;648,9867;731,5411;836,8337
BORSSELE;AES;Steinkohle;N;E001;380;186,894;623;623;623;623;623;623;623;623;623;623
BORSSELE;BORSSELE 1;KKW;N;E001;380;352,8;504;504;504;504;504;504;504;504;504;504
BORSSELE;BORSSELE 2;Steinkohle;N;E001;380;127,794;426;426;426;426;426;426;426;426;426;426
BORSSELE;TERNEUZEN;Gas;N;E001;380;79,596;398;381,4769;324,9168;375,262;345,184;353,4386;324,9168;282,6652;310,7264;375,262
DIEMEN;DIEMEN 33;Gas;N;E001;380;48,396;242;227,1087;186,2149;221,3991;198,1191;202,768;186,2149;166,6403;179,1852;221,3991
DIEMEN;DIEMEN 34;Gas;N;E001;380;0;0;0;0;0;0;0;0;0;0;0
DIEMEN;LAGE WEIDE;Gas;N;E001;380;131,196;656;637,3759;564,0141;631,0629;593,6728;606,2529;564,0141;483,8399;541,1645;631,0629
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;174,894;583;583;583;583;583;583;583;583;583;583
DODEWAARD;DE KLEEF;Gas;N;E001;380;8,196;41;31,7423;26,0807;29,6744;26,806;26,672;26,0807;25,438;25,7837;29,6744
EEMSHAVEN;EEMS 1;Gas;N;E001;380;489,596;2448;2444,1063;2179,2941;2401,8229;2428,2015;2346,5502;2179,2941;1726,0944;2097,2661;2401,8229
EEMSHAVEN;MAGNUM;Gas;N;E001;380;0;0;0;0;0;0;0;0;0;0;0
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,996;45;35,3955;28,8889;33,1192;29,7408;29,6253;28,8889;28,1074;28,5523;33,1192
EINDHOVEN;HELMOND;Gas;N;E001;380;8,596;43;33,5647;27,4815;31,3903;28,2691;28,1435;27,4815;26,7711;27,1653;31,3903
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;22,796;114;101,1903;80,3914;96,8849;84,4592;85,5088;80,3914;75,4032;78,6615;96,8849
GEERTRUIDENBERG;AMER;Steinkohle;N;E001;380;380,394;1268;1268;1268;1268;1268;1268;1268;1268;1268;1268
GEERTRUIDENBERG;MOERDIJK 1;GuD;N;E001;380;152,396;762;742,6221;663,9028;736,3995;696,352;710,4917;663,9028;568,6773;638,3851;736,3995
GEERTRUIDENBERG;DEN BOSCH;Gas;N;E001;380;5,196;26;18,4728;15,8211;17,3434;16,1575;16,0099;15,8211;15,5759;15,6389;17,3434
GEERTRUIDENBERG;DESCO;Gas;N;E001;380;6,396;32;23,6746;19,8662;22,1436;20,3405;20,1883;19,8662;19,4871;19,6439;22,1436
HENGELO;SALINCO;Gas;N;E001;380;10,596;53;42,7894;34,578;40,1473;35,7083;35,6489;34,578;33,4812;34,1495;40,1473
HENGELO;ENSCHEDE;Gas;N;E001;380;10,196;51;40,9314;33,1472;38,375;34,2049;34,1291;33,1472;32,1338;32,7433;38,375
HENGELO;HENGELO;Müll;N;E001;380;0;19;19;19;19;19;19;19;19;19;19
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;349;332,948;280,6327;326,83;298,514;305,7598;280,6327;245,6927;268,5698;326,83
KRIMPEN;ROTTERDAM;GuD;N;E001;380;156,596;783;763,4756;683,7464;757,278;716,7138;731,1508;683,7464;585,5552;657,73;757,278
KRIMPEN;ROCA;Gas;N;E001;380;52,396;262;246,874;203,561;241,0582;216,6573;221,8368;203,561;181,2325;195,5747;241,0582
KRIMPEN;PERGEN;Heizkraftwerk;N;E001;380;0;293;293;293;293;293;293;293;293;293;293
KRIMPEN;GALILEISTRAAT;Gas;N;E001;380;40,396;202;187,6166;152,0711;182,1846;161,5165;165,0487;152,0711;137,7208;146,9119;182,1846
KRIMPEN;DORDRECHT;Müll;N;E001;380;0;25;25;25;25;25;25;25;25;25;25
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;112;99,2428;78,8312;94,9754;82,7861;83,7856;78,8312;74,0093;77,1607;94,9754
LELYSTAD;FLEVO;GuD;N;E001;380;174,596;873;852,848;768,8776;846,7794;804,0415;819,6851;768,8776;655,9171;740,7727;846,7794
LELYSTAD;ALMERE;GuD;N;E001;380;24,196;121;108,0163;85,8795;103,5835;90,3484;91,5777;85,8795;80,2901;83,934;103,5835
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10;10;10;10;10;10;10;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;226;211,3047;172,4633;205,6944;183,3941;187,6043;172,4633;155,0297;166,1921;205,6944
MAASBRACHT;CLAUS;Gas;N;E001;380;387,596;1938;1909,8939;1723,3517;1898,9018;1874,0438;1850,5548;1723,3517;1380,533;1651,5979;1898,9018
MAASBRACHT;BUGGENUM;Steinkohle;N;E001;380;83,094;277;277;277;277;277;277;277;277;277;277
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;327,894;1093;1093;1093;1093;1093;1093;1093;1093;1093;1093
MAASVLAKTE;MAASVLAKTE 2;Gas;N;E001;380;14,596;73;61,6337;49,1628;58,2902;51,1168;51,3033;49,1628;47,0712;48,426;58,2902
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;11,196;56;45,5869;36,7343;42,8227;37,977;37,9452;36,7343;35,5068;36,2668;42,8227
MEEDEN;ERICA;Gas;N;E001;380;11,196;56;45,5869;36,7343;42,8227;37,977;37,9452;36,7343;35,5068;36,2668;42,8227
MEEDEN;HUNZESTROOM;Gas;N;E001;380;3,196;16;10,3873;9,3351;9,9153;9,5055;9,3875;9,3351;9,2199;9,2079;9,9153
MEEDEN;DOBBESTROOM;Gas;N;E001;380;5,996;30;21,9207;18,5079;20,5208;18,9334;18,7813;18,5079;18,1774;18,2998;20,5208
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;196,647;656;656;656;656;656;656;656;656;656;656
OOSTZAAN;HEMWEG 8;Gas;N;E001;380;119,098;596;577,8211;507,77;571,486;535,6448;547,3057;507,77;436,2161;486,598;571,486
OOSTZAAN;HEMWEG 9;Gas;N;E001;380;0;0;0;0;0;0;0;0;0;0;0
OOSTZAAN;PURMEREND;Gas;N;E001;380;12,996;65;54,0454;43,2715;50,954;44,876;44,9471;43,2715;41,6124;42,6719;50,954
OOSTZAAN;AMSTERDAM;Müll;N;E001;380;0;153;153;153;153;153;153;153;153;153;153
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4;4;4;4;4;4;4;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;117;117;117;117;117;117;117;117;117;117
SIMONSHAVEN;APNED;Gas;N;E001;380;7,196;36;27,2295;22,6089;25,4484;23,1887;23,0406;22,6089;22,1213;22,3557;25,4484
SIMONSHAVEN;ROTTERDAM-ROZENBURG;Müll;N;E001;380;0;48;48;48;48;48;48;48;48;48;48
SIMONSHAVEN;BERGEN OP ZOOM;Gas;N;E001;380;5,196;26;18,4728;15,8211;17,3434;16,1575;16,0099;15,8211;15,5759;15,6389;17,3434
WEIWERD;DELESTO;Gas;N;E001;220;104,596;523;505,394;439,7878;499,0645;465,196;475,6849;439,7878;378,921;420,9056;499,0645
WESTERTEE;LEIDEN;Gas;N;E001;380;14,796;74;62,5862;49,9042;59,2132;51,9037;52,1061;49,9042;47,7554;49,149;59,2132
WESTERTEE;DELFT;Gas;N;E001;380;17,196;86;74,0745;58,8847;70,3768;61,4565;61,8729;58,8847;55,9953;57,8852;70,3768
WESTERTEE;DEN HAAG;Gas;N;E001;380;14,196;71;59,7312;47,6832;56,4479;49,5475;49,7032;47,6832;45,7039;46,9824;56,4479
WESTERTEE;MAASSTROOM;Gas;N;E001;380;84,196;421;404,2658;345,8693;398,0174;367,1808;375,8781;345,8693;300,1748;330,7355;398,0174
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41;41;41;41;41;41;41;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;859;859;851,8848;859;843,1813;859;851,8848;678,5136;758,4727;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;85,096;426;426;419,8919;426;411,5878;426;419,8919;314,4944;351,4639;426
BISAMBERG;KORNEUBURG;Gas;O;E001;380;84,696;424;424;417,8977;424;409,5975;424;417,8977;312,8796;349,6309;424
BISAMBERG;ZISTERSDORF;Müll;O;E001;380;0;73;73;73;73;73;73;73;73;73;73
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;816;816;816;816;816;816;816;816;816;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;92,696;464;464;457,7845;464;449,4145;464;457,7845;345,3502;386,428;464
HAUSRUCK;TIMELKAM 4;Gas;O;E001;220;24,896;125;125;120,3993;125;113,7687;125;120,3993;84,1888;89,5106;125
HAUSRUCK;LENZING;Heizkraftwerk;O;E001;220;0;160;160;160;160;160;160;160;160;160;160
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;66;66;66;66;66;66;66;66;66;66
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;344;344;344;344;344;344;344;344;344;344
KAINACHTAL;MELLACH 1;Gas;O;E001;380;178,096;891;891;883,8143;891;875,0916;891;883,8143;702,8958;788,7997;891
KAINACHTAL;MELLACH 2;Heizkraftwerk;O;E001;380;0;305;305;305;305;305;305;305;305;305;305
KAINACHTAL;HEILIGENKREUZ;Gas;O;E001;380;13,596;68;68;64,1979;68;58,2878;68;64,1979;44,1216;45,7424;68
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;116;116;116;116;116;116;116;116;116;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;44,496;223;223;217,6359;223;210,1168;223;217,6359;156,0354;170,6105;223
OTTENSHEIM;LINZ;Müll;O;E001;220;0;76;76;76;76;76;76;76;76;76;76
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;66;66;66;66;66;66;66;66;66;66
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;34,044;114;114;114;114;114;114;114;114;114;114
SALZACH;RIEDERSBACH 2;Steinkohle;O;E001;220;67,944;227;227;227;227;227;227;227;227;227;227
SALZACH;SALZBURG NORD;Heizkraftwerk;O;E001;220;0;73;73;73;73;73;73;73;73;73;73
SALZACH;SALZBURG MITTE;Heizkraftwerk;O;E001;220;0;143;143;143;143;143;143;143;143;143;143
SATTLEDT;WELS;Müll;O;E001;220;0;88;88;88;88;88;88;88;88;88;88
WIEN SÜDOST;SIMMERING;Gas;O;E001;380;187,496;938;938;930,7066;938;921,8295;938;930,7066;738,6918;831,9864;938
WIEN SÜDOST;LEOPOLDAU;Gas;O;E001;380;42,696;214;214;208,6838;214;201,2295;214;208,6838;149,2972;162,9288;214
WIEN SÜDOST;PFAFFENAU;Müll;O;E001;380;0;73;73;73;73;73;73;73;73;73;73
WIEN SÜDOST;SPITTELAU;Müll;O;E001;380;0;66;66;66;66;66;66;66;66;66;66
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;366;0;0;0;0;0;0;0;0;0
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;486;0;0;0;0;0;0;0;0;0
KAPRUN;REMSACH;Wasserspeicher;O;E003;220;0;37;0;0;0;0;0;0;0;0;0
KAPRUN;BÖCKSTEIN;Wasserspeicher;O;E003;220;0;52;0;0;0;0;0;0;0;0;0
KAPRUN;NASSFELD;Wasserspeicher;O;E003;220;-31,5;38;0;0;0;0;0;0;0;0;0
KAPRUN;KAPRUN-HAUPTSTUFE;Wasserspeicher;O;E003;220;0;246;0;0;0;0;0;0;0;0;0
KAPRUN;KAPRUN-OBERSTUFE;Pumpspeicher;O;E003;220;-130;119;0;0;0;0;0;0;0;0;0
KAPRUN;BÄRENWERK;Wasserspeicher;O;E003;220;0;18;0;0;0;0;0;0;0;0;0
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;13;0;0;0;0;0;0;0;0;0
KOPS I;VERMUNT;Wasserspeicher;O;E003;220;0;191;0;0;0;0;0;0;0;0;0
KOPS I;KOPSWERK I;Wasserspeicher;O;E003;220;0;253;0;0;0;0;0;0;0;0;0
KOPS I;KOPSWERK II;Wasserspeicher;O;E003;220;0;456;0;0;0;0;0;0;0;0;0
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;295;0;0;0;0;0;0;0;0;0
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;146;0;0;0;0;0;0;0;0;0
LIENZ;ZIRKNITZ;Wasserspeicher;O;E003;380;0;38;0;0;0;0;0;0;0;0;0
LIENZ;AUßERFRAGANT;Wasserspeicher;O;E003;380;0;72;0;0;0;0;0;0;0;0;0
LIENZ;INNERFRAGANT;Wasserspeicher;O;E003;380;0;114;0;0;0;0;0;0;0;0;0
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;238;0;0;0;0;0;0;0;0;0
LÜNERSEE;WALGAU;Wasserspeicher;O;E003;220;0;100;0;0;0;0;0;0;0;0;0
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;0;16;0;0;0;0;0;0;0;0;0
MALTA;KREUZECK;Wasserspeicher;O;E003;220;0;51;0;0;0;0;0;0;0;0;0
MALTA;ROTGÜLDEN;Wasserspeicher;O;E003;220;0;11;0;0;0;0;0;0;0;0;0
MALTA;MURFALL;Wasserspeicher;O;E003;220;0;7;0;0;0;0;0;0;0;0;0
MALTA;HINTERMUHR;Pumpspeicher;O;E003;220;-104;110;0;0;0;0;0;0;0;0;0
MALTA;REIßECK;Wasserspeicher;O;E003;220;0;97;0;0;0;0;0;0;0;0;0
MALTA;MALTA-HAUPTSTUFE;Pumpspeicher;O;E003;220;-580;736;0;0;0;0;0;0;0;0;0
MALTA;MALTA-OBERSTUFE;Pumpspeicher;O;E003;220;-120;126;0;0;0;0;0;0;0;0;0
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;351;0;0;0;0;0;0;0;0;0
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;376;0;0;0;0;0;0;0;0;0
PRUTZ;KAUNERTAL;Wasserspeicher;O;E003;220;0;398;0;0;0;0;0;0;0;0;0
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;69;0;0;0;0;0;0;0;0;0
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;499;0;0;0;0;0;0;0;0;0
RODUND;LATSCHAUWERK;Wasserspeicher;O;E003;220;0;15;0;0;0;0;0;0;0;0;0
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;237;0;0;0;0;0;0;0;0;0
SALZACH;STRUBKLAMM;Wasserspeicher;O;E003;220;0;21;0;0;0;0;0;0;0;0;0
SALZACH;WIESTAL;Wasserspeicher;O;E003;220;0;34;0;0;0;0;0;0;0;0;0
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;506;0;0;0;0;0;0;0;0;0
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;56;0;0;0;0;0;0;0;0;0
TAUERN;DIESSBACH;Wasserspeicher;O;E003;380;0;32;0;0;0;0;0;0;0;0;0
TAUERN;SCHWARZACH;Wasserspeicher;O;E003;380;0;126;0;0;0;0;0;0;0;0;0
THAUR;ACHENSEE;Wasserspeicher;O;E003;220;0;85;0;0;0;0;0;0;0;0;0
WEIßENBACH;GOSAU;Wasserspeicher;O;E003;220;0;13;0;0;0;0;0;0;0;0;0
WEIßENBACH;SALZA;Wasserspeicher;O;E003;220;0;14;0;0;0;0;0;0;0;0;0
WEIßENBACH;MANDLING;Wasserspeicher;O;E003;220;0;12;0;0;0;0;0;0;0;0;0
WEIßENBACH;SÖLK;Wasserspeicher;O;E003;220;0;67;0;0;0;0;0;0;0;0;0
WERBEN;LANGENEGG;Wasserspeicher;O;E003;220;0;80;0;0;0;0;0;0;0;0;0
ZELL/ZILLER;FUNSINGAU;Wasserspeicher;O;E003;380;0;31;0;0;0;0;0;0;0;0;0
ZELL/ZILLER;HOLLERSBACH;Wasserspeicher;O;E003;380;0;11;0;0;0;0;0;0;0;0;0
ZELL/ZILLER;TRATTENBACH;Wasserspeicher;O;E003;380;0;11;0;0;0;0;0;0;0;0;0
ZELL/ZILLER;GERLOS;Wasserspeicher;O;E003;380;0;206;0;0;0;0;0;0;0;0;0
ZELTWEG;ST. MARTIN;Wasserspeicher;O;E003;220;0;16;0;0;0;0;0;0;0;0;0
ZELTWEG;BÖSDORNAU;Wasserspeicher;O;E003;220;0;31;0;0;0;0;0;0;0;0;0
ZELTWEG;BODENDORF-PAAL;Wasserspeicher;O;E003;220;0;33;0;0;0;0;0;0;0;0;0
ZELTWEG;ARNSTEIN;Wasserspeicher;O;E003;220;0;36;0;0;0;0;0;0;0;0;0
ADAMOW;ADAMOW;Braunkohle;Z;E001;220;420;600;600;600;600;600;600;600;600;600;600
BLACHOZNIA;BLACHOWNIA;Bitumen;Z;E001;220;0;165;88,361;92,7897;89,2837;90,7563;89,4804;92,7897;90,2624;92,2864;89,2837
BUJAKOW;BIELSKO-BIALA;Bitumen;Z;E001;220;0;75;38,2649;39,343;38,5644;38,5301;38,7048;39,343;37,9422;38,6894;38,5644
BYCZYNA;JAWORZNO;Bitumen;Z;E001;220;0;1540;649,822;650,1607;640,4289;566,2491;554,8064;650,1607;500,2311;571,2507;640,4289
BYDGOSZCZ ZACHOD;BYDGOSZCZ;Braunkohle;Z;E001;220;158,9;227;227;227;227;227;227;227;227;227;227
CZECZOT;BIELSKO-POLNOC;Bitumen;Z;E001;220;0;55;27,4213;27,9765;27,5292;27,4533;27,7248;27,9765;26,8971;27,4071;27,5292
DOBRZEN;OPOLE;Steinkohle;Z;E001;380;288;960;960;960;960;960;960;960;960;960;960
GDANSK I;GDANSK;Braunkohle;Z;E001;380;225,75;323;323;323;323;323;323;323;323;323;323
GDANSK I;WYBREZE;Braunkohle;Z;E001;380;231,7;331;331;331;331;331;331;331;331;331;331
GORZOW;GORZOW;GuD;Z;E001;220;11;55;55;55;55;55;55;55;55;55;55
HALEMBA;HALEMBA;Bitumen;Z;E001;220;0;200;107,9393;113,855;108,9381;111,2938;109,2509;113,855;110,7327;113,4352;108,9381
KATOWICE;ELCHO CHORZOW;Bitumen;Z;E001;220;0;220;119,0976;125,8896;120,0989;123,0037;120,4934;125,8896;122,3584;125,4984;120,0989
KIELCE;KIELCE;Bitumen;Z;E001;380;0;300;163,4049;173,8589;164,1585;169,4546;164,9194;173,8589;168,1321;173,3767;164,1585
KLECINA;WROCLAW;Bitumen;Z;E001;220;0;263;142,9835;151,7153;143,8988;148,0618;144,4897;151,7153;147,1189;151,3206;143,8988
KONIN;KONIN;Braunkohle;Z;E001;220;341,6;488;488;488;488;488;488;488;488;488;488
KOPANINA;LAZISKA;Bitumen;Z;E001;220;0;1030;515,0843;530,1468;519,8336;477,3838;471,1254;530,1468;437,3111;488,1731;519,8336
KOPANINA;TYCHY II;Bitumen;Z;E001;220;0;40;19,4662;19,7513;19,4446;19,474;19,7012;19,7513;18,9978;19,3131;19,4446
KOZIENICE;KOZIENICE;Bitumen;Z;E001;380;0;2940;977,3055;916,348;896,8574;755,2357;731,1761;916,348;634,047;751,1714;896,8574
KRAJNIK;DOLNA ODRA;Bitumen;Z;E001;380;0;1832;720,1272;711,4026;699,193;609,7464;595,5153;711,4026;531,4084;612,7303;699,193
LAGISZA;LAGISZA;Bitumen;Z;E001;380;0;1300;589,475;597,1649;587,6363;527,66;518,6334;597,1649;472,833;535,0329;587,6363
LAGISZA;BEDZIN;Bitumen;Z;E001;380;0;82;42,1047;43,3974;42,4706;42,4891;42,5989;43,3974;41,9032;42,7325;42,4706
LESNIOW;ZIELONA GORA;Gas;Z;E001;220;39,6;198;198;198;198;198;198;198;198;198;198
LUBLIN;LUBLIN-WROTKOW;Gas;Z;E001;380;47;235;235;235;235;235;235;235;235;235;235
LUBOCZA;KRAKOW;Bitumen;Z;E001;220;0;460;250,2127;268,4564;249,5951;259,6137;250,6014;268,4564;255,4859;266,5119;249,5951
MIKULOWA;TUROW;Braunkohle;Z;E001;380;1400;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
MORY;SIEKIERKI;KWK (Steinkohle);Z;E001;220;0;622;622;622;622;622;622;622;622;622;622
MOSCISKA;ZERAN;KWK (Bitumen);Z;E001;380;0;250;250;250;250;250;250;250;250;250;250
OSTROLEKA;OSTROLEKA;Bitumen;Z;E001;220;0;600;324,2201;349,4226;321,8067;335,1455;321,8757;349,4226;327,2301;344,5958;321,8067
PASKUROWICE;KOGENERACJA;KWK (Bitumen);Z;E001;380;0;363;363;363;363;363;363;363;363;363;363
PATNOW;PATNOW;Braunkohle;Z;E001;220;884,8;1264;1264;1264;1264;1264;1264;1264;1264;1264;1264
POLANIEC;POLANIEC;Bitumen;Z;E001;380;0;1600;664,4609;662,9378;652,9081;575,413;563,3807;662,9378;506,7766;579,9275;652,9081
POZNAN POLUDNIE;DALKIA POZNAN;Braunkohle;Z;E001;220;192,5;275;275;275;275;275;275;275;275;275;275
ROGOWIEC;BELCHATOW;Braunkohle;Z;E001;380;3108;4440;4440;4440;4440;4440;4440;4440;4440;4440;4440
ROKITNICA;MIECHOWICE;Bitumen;Z;E001;380;0;125;65,9759;68,7981;66,6934;67,3195;66,8144;68,7981;66,7991;68,1818;66,6934
ROKITNICA;ZABRZE;Bitumen;Z;E001;380;0;74;37,7179;38,7666;38,0078;37,9674;38,1503;38,7666;37,3797;38,1152;38,0078
RZESZOW;RZESZOW;Gas;Z;E001;380;20,2;101;101;101;101;101;101;101;101;101;101
SIERSZA;SIERSZA;Bitumen;Z;E001;220;0;676;363,6935;392,6868;360,1174;375,0965;359,2394;392,6868;364,7117;385,6753;360,1174
SKAWINA;SKAWINA;Bitumen;Z;E001;220;0;490;266,2202;285,9529;265,2567;276,0528;266,1613;285,9529;271,2091;283,5197;265,2567
STALOWA WOLA;STALOWA WOLA;Bitumen;Z;E001;220;0;250;135,7787;143,9165;136,7323;140,5061;137,2623;143,9165;139,6698;143,5333;136,7323
STALOWA WOLA;NOWA SARZYNA;Gas;Z;E001;220;23,2;116;116;116;116;116;116;116;116;116;116
TAMOW;TARNOW II;Bitumen;Z;E001;380;0;56;27,9579;28,5354;28,0752;27,9969;28,2673;28,5354;27,4374;27,9595;28,0752
TAMOW;TARNOW I;GuD;Z;E001;380;0,746;4;4;4;4;4;4;4;4;4;4
