$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;923
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;54;266
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;72
TRINITE VICTOR;NICE;Müll;F;E001;220;0;0;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;0;101;437
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;251;836
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;1840
VERFEIL;BESSIERES;Müll;F;E001;380;0;0;103
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;400
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;0;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;0;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;0;92
VITRY;VITRY;Steinkohle;F;E001;220;0;386;1541
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;132;657
BEVERWIJK;VELSEN;Gas;N;E001;380;0;286;1077
BORSSELE;SLOE;Gas;N;E001;380;79,596;1806;2814
DIEMEN;DIEMEN 33;Gas;N;E001;380;0;181;898
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;8,196;592;624
EEMSHAVEN;EEMS 1;Gas;N;E001;380;0;490;2448
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,596;18;88
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;5,196;1457;2202
HENGELO;SALINCO;Gas;N;E001;380;0;41;123
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;70;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;0;569;1565
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;223;1106
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;2441;2441
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;14,596;1166;1166
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;3,196;134;158
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;0;942;1470
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;227;227
WEIWERD;DELESTO;Gas;N;E001;220;104,596;246;523
WESTERTEE;LEIDEN;Gas;N;E001;380;14,196;596;652
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;172;859
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;0;171;923
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;245;816
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;0;278;749
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;0;66
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;366;366
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;842;1608
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;996;996
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;913;913
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;295;295
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;370;370
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;338;338
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;-580;1154;1154
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;351;351
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;116;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;0;45;299
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;774;774
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;69;69
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;514;514
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;0;66
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;237;237
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;0;374;612
SATTLEDT;WELS;Müll;O;E001;220;0;0;88
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;506;506
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;56;56
TAUERN;DIESSBACH;Wasserspeicher;O;E003;380;0;158;158
THAUR;ACHENSEE;Wasserspeicher;O;E003;220;0;85;85
WEIßENBACH;GOSAU;Wasserspeicher;O;E003;220;0;106;106
WERBEN;LANGENEGG;Wasserspeicher;O;E003;220;0;80;80
WIEN SÜDOST;SIMMERING;Gas;O;E001;380;0;231;1291
ZELL/ZILLER;FUNSINGAU;Wasserspeicher;O;E003;380;0;259;259
ZELTWEG;ST. MARTIN;Wasserspeicher;O;E003;220;0;116;116
AVEGNO;MAGGIA;Wasserspeicher;S;E003;220;0;626;626
BATIAZ;BATIAZ;Wasserspeicher;S;E003;220;0;252;252
BAVONA;BAVONA;Wasserspeicher;S;E003;220;0;124;124
BENKEN;NIEDERURNEN;Müll;S;E001;380;0;90;116
BEZNAU;BEZNAU;KKW;S;E001;380;511;511;730
BIASCA;BIASCA;Wasserspeicher;S;E003;220;0;324;324
BIRR;TURGI;Müll;S;E001;220;0;0;26
BITSCH;BITSCH;Wasserspeicher;S;E003;220;0;331;331
BÄRENBURG;BÄRENBURG;Wasserspeicher;S;E003;220;0;871;871
CASTASEGNA;CASTASEGNA;Wasserspeicher;S;E003;220;0;100;100
CAVERGNO;CAVERGNO;Wasserspeicher;S;E003;220;0;104;104
