$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
CHALON;CHAGNY;Gas;F;E001;220;17,426;88;88;0;88;0;0;0;0;0;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;99;99;99;99;99;99;99;99;99;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620;3620;3620;3620;3620;3620;3620;3620;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990;2990;2990;2990;2990;2990;2990;2990;2990
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;2686;2686;2686;2686;2686;2686;2686;2686;2686;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;102;102;102;102;102;102;102;102;102;102
CORMEILLES;CARRIERES-SUR-SEINE;Müll;F;E001;220;0;89;89;89;89;89;89;89;89;89;89
CORMEILLES;GENNEVILLIERS;Gas;F;E001;220;99,786;499;499;499;499;0;499;499;114;499;499
CORMEILLES;LUTH;Gas;F;E001;220;18,286;92;92;92;92;92;92;92;92;92;92
CREIL;ESIANE;Müll;F;E001;220;0;100;100;100;100;100;100;100;100;100;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0;0;0;0;0;0;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660;3660;3660;3660;3660;3660;3660;3660;3660
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560;3560;3560;3560;3560;3560;3560;3560;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;256;256;256;256;0;256;256;256;256;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;88;88;88;88;88;88;88;88;88;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;954;954;954;954;954;954;954;954;954;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760;1760;1760;1760;1760;1760;1760;1760;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660;2660;2660;2660;2660;2660;2660;2660;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;87;87;0;87;0;0;0;0;0;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;109;109;109;109;109;109;109;109;109;109
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;90;90;90;90;90;90;90;90;90;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;97;97;97;97;97;97;97;97;97;97
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;129;129;0;129;0;0;0;0;0;129
GIEN;GIEN;Müll;F;E001;220;0;92;92;92;92;92;92;92;92;92;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460;5460;5460;5460;5460;5460;5460;5460;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;101,679;339;339;339;339;339;339;339;339;339;339
HORNAING;DOUCHY-LES-MINES;Müll;F;E001;220;0;92;92;92;92;92;92;92;92;92;92
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;586;586;586;586;586;586;586;586;586;586
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;87;87;0;87;0;0;0;0;0;87
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640;3640;3640;3640;3640;3640;3640;3640;3640
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580;3580;3580;3580;3580;3580;3580;3580;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;91;91;91;91;91;91;91;91;91;91
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;1536;1536;1536;1536;1536;1536;1536;1536;1536;1536
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660;3660;3660;3660;3660;3660;3660;3660;3660
LES ESPIERS;ORISANE;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
LES ESPIERS;VALORYELE;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
L'ESTALON;TOULON;Müll;F;E001;220;0;106;106;106;106;106;106;106;106;106;106
LUCY;LUCY;Steinkohle;F;E001;220;106,779;356;356;356;356;356;356;356;356;356;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;92;92;92;92;92;92;92;92;92;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;1016;0;0;0;0;0;0;0;0;0
MIONS;VALORLY;Müll;F;E001;380;0;94;94;94;94;94;94;94;94;94;94
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;456;456;0;456;0;306,5;0;0;0;456
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;641;641;641;641;641;641;641;641;641;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;136;136;136;136;136;136;136;136;136;136
MOULNEAUX;ST. OUEN;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;99;99;99;99;99;99;99;99;99;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;436;436;436;436;0;436;436;0;436;436
NIORT;GIZAY;Gas;F;E001;220;17,346;87;87;87;87;0;87;87;0;87;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620;2620;2620;2620;2620;2620;2620;2620;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320;5320;5320;5320;5320;5320;5320;5320;5320
PARISET;COGERI;Gas;F;E001;220;21,026;106;106;0;106;0;0;0;0;0;106
PASSY;PASSY;Müll;F;E001;220;0;90;90;90;90;90;90;90;90;90;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660;2660;2660;2660;2660;2660;2660;2660;2660
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;96;96;96;96;96;96;96;96;96;96
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;2486;0;0;0;0;0;0;0;0;0
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;526;526;0;526;0;0;0;0;0;526
PORT BOUC;FOS-SUR-MER;Gas;F;E001;220;115,186;576;576;0;576;0;0;0;0;0;576
PORT BOUC;CYCOFOS;Gas;F;E001;220;114,986;575;575;0;575;0;0;0;0;0;575
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;87;87;0;87;0;0;0;0;0;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;90;90;90;90;90;90;90;90;90;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;87;87;87;87;87;87;87;87;87;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;498;498;0;498;0;0;0;0;0;498
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;88;88;0;88;0;88;0;0;0;88
RECY;AUREADE;Müll;F;E001;220;0;94;94;94;94;94;94;94;94;94;94
SANDOUVILLE;OREADE;Müll;F;E001;220;0;103;103;103;103;103;103;103;103;103;103
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;87;87;0;87;0;0;0;0;0;87
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;521;521;0;521;0;0;0;0;0;521
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670;2670;2670;2670;2670;2670;2670;2670;2670
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;1396;1396;1396;1396;1396;1396;1396;1396;1396;1396
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915;915;915;915;915;915;915;915;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915;915;915;915;915;915;915;915;915
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;108;108;108;108;108;108;108;108;108;108
THIONVILLE;THIONVILLE;Gas;F;E001;220;53,186;266;266;0;266;0;0;0;0;0;266
TRINITE VICTOR;NICE;Müll;F;E001;220;0;114;114;114;114;114;114;114;114;114;114
VALENCIENNES;BOUCHAIN;Steinkohle;F;E001;220;100,779;336;336;336;336;336;336;336;336;336;336
VALENCIENNES;ST. SAULVE;Müll;F;E001;220;0;101;101;101;101;101;101;101;101;101;101
VANDIERES;BLENOD;Steinkohle;F;E001;380;250,779;836;836;836;836;836;836;836;836;836;836
VERFEIL;BESSIERES;Müll;F;E001;380;0;103;103;103;103;103;103;103;103;103;103
VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;Müll;F;E001;220;0;93;93;93;93;93;93;93;93;93;93
VILLEVAUDE;ST. THIBAULT-DES-VIGNES;Müll;F;E001;380;0;98;98;98;98;98;98;98;98;98;98
VINCEY;RAMBERVILLERS;Müll;F;E001;380;0;92;92;92;92;92;92;92;92;92;92
VITRY;VITRY;Steinkohle;F;E001;220;385,779;1286;1286;1286;1286;1286;1286;1286;1286;1286;1286
VITRY;CRETEIL;Müll;F;E001;220;0;106;106;106;106;106;106;106;106;106;106
VITRY;IVRY PARIS;Müll;F;E001;220;0;149;149;149;149;149;149;149;149;149;149
ASTON;ASTON;Wasserspeicher;F;E003;220;0;156;0;0;0;0;0;0;0;0;0
AUSSOIS;AUSSOIS;Wasserspeicher;F;E003;220;0;238;0;0;0;0;0;0;0;0;0
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;61;0;0;0;0;0;0;0;0;0
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;484;0;0;0;0;0;0;0;0;0
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;81;0;0;0;0;0;0;0;0;0
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;56;0;0;0;0;0;0;0;0;0
CURBANS;CURBANS;Wasserspeicher;F;E003;220;0;205;0;0;0;0;0;0;0;0;0
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;156;0;0;0;0;0;0;0;0;0
GENISSIAT;GENISSIAT;Wasserspeicher;F;E003;380;0;460;0;0;0;0;0;0;0;0;0
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;68;0;0;0;0;0;0;0;0;0
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;77;0;0;0;0;0;0;0;0;0
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;586;0;0;0;0;0;0;0;0;0
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;360;0;0;0;0;0;0;0;0;0
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;70;0;0;0;0;0;0;0;0;0
LA MOLE;TRIOUZOUNE;Wasserspeicher;F;E003;220;0;62;0;0;0;0;0;0;0;0;0
LA MOLE;NEUVIC;Wasserspeicher;F;E003;220;0;62;0;0;0;0;0;0;0;0;0
LA MOLE;MAREGES;Wasserspeicher;F;E003;220;0;312;0;0;0;0;0;0;0;0;0
LA MOLE;BORT;Wasserspeicher;F;E003;220;0;280;0;0;0;0;0;0;0;0;0
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;135;0;0;0;0;0;0;0;0;0
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;85;0;0;0;0;0;0;0;0;0
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;106;0;0;0;0;0;0;0;0;0
LE BREUIL;L'AIGLE;Wasserspeicher;F;E003;380;0;400;0;0;0;0;0;0;0;0;0
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;92;0;0;0;0;0;0;0;0;0
LE BROC-CARROS;LE BANCAIRON;Wasserspeicher;F;E003;380;0;90;0;0;0;0;0;0;0;0;0
LE CHASTANG;LE CHASTANG;Wasserspeicher;F;E003;220;0;333;0;0;0;0;0;0;0;0;0
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;540;0;0;0;0;0;0;0;0;0
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;67;0;0;0;0;0;0;0;0;0
LE HOURAT;HOURAT;Wasserspeicher;F;E003;220;0;179;0;0;0;0;0;0;0;0;0
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;116;0;0;0;0;0;0;0;0;0
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;436;0;0;0;0;0;0;0;0;0
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;133;0;0;0;0;0;0;0;0;0
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;69;0;0;0;0;0;0;0;0;0
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;90;0;0;0;0;0;0;0;0;0
MERENS;TEICH;Wasserspeicher;F;E003;220;0;46;0;0;0;0;0;0;0;0;0
MERENS;ORLU;Wasserspeicher;F;E003;220;0;128;0;0;0;0;0;0;0;0;0
MERENS;NENTILLA;Wasserspeicher;F;E003;220;0;137;0;0;0;0;0;0;0;0;0
MERENS;LA TET;Wasserspeicher;F;E003;220;0;81;0;0;0;0;0;0;0;0;0
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;128;0;0;0;0;0;0;0;0;0
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;143;0;0;0;0;0;0;0;0;0
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;406;0;0;0;0;0;0;0;0;0
MONTEYNARD;ST. GEORGES;Wasserspeicher;F;E003;220;0;100;0;0;0;0;0;0;0;0;0
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;950;0;0;0;0;0;0;0;0;0
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;96;0;0;0;0;0;0;0;0;0
PEYRAT;MONCEAUX-LA-VIROLLE;Wasserspeicher;F;E003;220;0;59;0;0;0;0;0;0;0;0;0
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;44;0;0;0;0;0;0;0;0;0
PIED-DE-BORNE;PIED-DE-BORNE;Wasserspeicher;F;E003;220;0;150;0;0;0;0;0;0;0;0;0
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;56;0;0;0;0;0;0;0;0;0
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;0;97;0;0;0;0;0;0;0;0;0
PRAGNERES;PRAGNERES;Pumpspeicher;F;E003;220;-331,15;332;0;0;0;0;0;0;0;0;0
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;81;0;0;0;0;0;0;0;0;0
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;848;0;0;0;0;0;0;0;0;0
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;98;0;0;0;0;0;0;0;0;0
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;146;0;0;0;0;0;0;0;0;0
RUEYRES;LE GOUR NOIR;Wasserspeicher;F;E003;380;0;80;0;0;0;0;0;0;0;0;0
RUEYRES;LAVAL-DE-CERE;Wasserspeicher;F;E003;380;0;172;0;0;0;0;0;0;0;0;0
RUEYRES;ARGENTAT;Wasserspeicher;F;E003;380;0;87;0;0;0;0;0;0;0;0;0
RUEYRES;SARRANS;Wasserspeicher;F;E003;380;0;227;0;0;0;0;0;0;0;0;0
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;56;0;0;0;0;0;0;0;0;0
SALLES CURAN;ALRANCE;Wasserspeicher;F;E003;220;0;54;0;0;0;0;0;0;0;0;0
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;70;0;0;0;0;0;0;0;0;0
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;53;0;0;0;0;0;0;0;0;0
SERRE-PONCON;EYGLIERS;Wasserspeicher;F;E003;220;0;65;0;0;0;0;0;0;0;0;0
SERRE-PONCON;SERRE-PONCON;Wasserspeicher;F;E003;220;0;410;0;0;0;0;0;0;0;0;0
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;254;0;0;0;0;0;0;0;0;0
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;64;0;0;0;0;0;0;0;0;0
ST. CROIX;CASTILLON;Wasserspeicher;F;E003;220;0;108;0;0;0;0;0;0;0;0;0
