$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
CAVERGNO;CAVERGNO;Wasserspeicher;S;E003;220;0;104;104;104;104;104;104;104;104;104;104
CHAMOSON;CHANDOLINE;Wasserspeicher;S;E003;220;0;120;120;120;120;120;120;120;120;120;120
CHIPPIS;GOUGRA;Wasserspeicher;S;E003;220;0;159;159;159;159;159;159;159;159;159;159
FERRERA;FERRERA 1;Pumpspeicher;S;E003;220;-63;126;126;126;126;126;126;126;126;126;126
FIESCH;CONCHES;Wasserspeicher;S;E003;220;0;117;117;117;117;117;117;117;117;117;117
FILISUR;ENGADIN;Wasserspeicher;S;E003;380;0;410;410;410;410;410;410;410;410;410;410
FIONNAY FMM;FIONNAY (MAUVOISIN);Wasserspeicher;S;E003;220;0;128;128;128;128;128;128;128;128;128;128
FIONNAY GD;FIONNAY (DIXENCE);Wasserspeicher;S;E003;220;0;312;312;312;312;312;312;312;312;312;312
FIONNAY GD;GRANDE DIXENCE;Wasserspeicher;S;E003;220;0;680;680;680;680;680;680;680;680;680;680
GÖSCHENEN;GÖSCHENEN 1;Wasserspeicher;S;E003;220;0;165;165;165;165;165;165;165;165;165;165
GRIMSEL;GRIMSEL 2;Pumpspeicher;S;E003;220;-352;348;348;348;348;348;348;348;348;348;348
HANDECK;HANDECK 1/2;Wasserspeicher;S;E003;220;0;236;236;236;236;236;236;236;236;236;236
INNERTKIRCHEN;INNERTKIRCHEN;Wasserspeicher;S;E003;220;0;302;302;302;302;302;302;302;302;302;302
INNERTKIRCHEN;HOPFLAUENEN (TRIFT);Wasserspeicher;S;E003;220;0;86;86;86;86;86;86;86;86;86;86
LÖBBIA;LÖBBIA;Wasserspeicher;S;E003;220;0;95;95;95;95;95;95;95;95;95;95
MAGADINO;GORDOLA;Wasserspeicher;S;E003;220;0;133;133;133;133;133;133;133;133;133;133
MAPRAGG;MAPRAGG;Pumpspeicher;S;E003;380;-159;280;280;280;280;280;280;280;280;280;280
OLIVONE;OLIVONE;Wasserspeicher;S;E003;220;0;102;102;102;102;102;102;102;102;102;102
OLIVONE;ZERVREILA;Wasserspeicher;S;E003;220;0;250;250;250;250;250;250;250;250;250;250
OLIVONE;BLENIO;Wasserspeicher;S;E003;220;0;391;391;391;391;391;391;391;391;391;391
PRADELLA;PRADELLA;Wasserspeicher;S;E003;380;0;300;300;300;300;300;300;300;300;300;300
PRADELLA;MARTINA;Wasserspeicher;S;E003;380;0;84;84;84;84;84;84;84;84;84;84
RIDDES;CLEUSON-DIXENCE;Wasserspeicher;S;E003;220;0;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
RIDDES;RIDDES;Wasserspeicher;S;E003;220;0;225;225;225;225;225;225;225;225;225;225
RIDDES;BIEUDRON;Wasserspeicher;S;E003;220;0;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200
RIDDES;NENDAZ;Wasserspeicher;S;E003;220;0;384;384;384;384;384;384;384;384;384;384
ROBIEI;ROBIEI;Pumpspeicher;S;E003;220;-157;173;173;173;173;173;173;173;173;173;173
SARELLI;SARELLI;Wasserspeicher;S;E003;220;0;90;90;90;90;90;90;90;90;90;90
SCHIFFENEN;SCHIFFENEN;Wasserspeicher;S;E003;220;0;71;71;71;71;71;71;71;71;71;71
SEDRUN;SEDRUN;Wasserspeicher;S;E003;220;0;150;150;150;150;150;150;150;150;150;150
SIEBNEN;ETZELWERK ALTENDORF;Pumpspeicher;S;E003;220;-54;135;135;135;135;135;135;135;135;135;135
SILS;SILS (KHR);Wasserspeicher;S;E003;380;0;247;247;247;247;247;247;247;247;247;247
STALDEN;STALDEN;Wasserspeicher;S;E003;220;0;185;185;185;185;185;185;185;185;185;185
STALDEN;STEG;Wasserspeicher;S;E003;220;0;110;110;110;110;110;110;110;110;110;110
TAVANASA;TAVANASA KVR;Wasserspeicher;S;E003;380;0;176;176;176;176;176;176;176;176;176;176
TIERFEHD;TIERFEHD (LIMMERN);Pumpspeicher;S;E003;220;-34;261;261;261;261;261;261;261;261;261;261
VALLORCINE;VALLORCINE;Wasserspeicher;S;E003;220;0;195;195;195;195;195;195;195;195;195;195
VALLORCINE;CHATELARD-BARBERINE;Pumpspeicher;S;E003;220;-30;112;112;112;112;112;112;112;112;112;112
VERBANO;VERBANO;Wasserspeicher;S;E003;220;0;181;181;181;181;181;181;181;181;181;181
VEYTAUX;VEYTAUX;Pumpspeicher;S;E003;220;-256;240;240;240;240;240;240;240;240;240;240
ZERMEIGGERN;ZERMEIGGERN;Pumpspeicher;S;E003;220;-46;74;74;74;74;74;74;74;74;74;74
ALBRECHTICE;DETMAROVICE;Braunkohle;C;E001;380;252,615;843;378,9679;375,1133;367,7561;335,9417;349,4094;375,1133;297,4591;377,1824;367,7561
ALBRECHTICE;OSTRAVA-KUNCICE;Braunkohle;C;E001;380;88,815;297;161,2711;159,3096;157,7723;140,5457;149,5914;159,3096;123,3105;160,2953;157,7723
CHOMUTOV;KOMORANY;Braunkohle;C;E001;220;83,715;280;153,4438;151,6041;150,2128;133,9428;142,5732;151,6041;117,6343;152,5254;150,2128
CHOTEJOVICE;LEDVICE;Braunkohle;C;E001;220;204,615;683;319,0539;315,5246;309,9237;280,5654;293,5862;315,5246;247,1523;317,5282;309,9237
CHRAST;PLZEN SKODA;Braunkohle;C;E001;380;39,915;134;80,3162;79,6779;79,1831;73,1224;76,6486;79,6779;65,8519;80,0121;79,1831
CHVALETICE;CHVALETICE;Braunkohle;C;E001;380;252,615;843;378,9679;375,1133;367,7561;335,9417;349,4094;375,1133;297,4591;377,1824;367,7561
DUKOVANY;DUKOVANY;KKW;C;E001;380;1275,4;1822;1822;1822;1822;1822;1822;1822;1822;1822;1822
HRADEC ZAPAD;KLADNO;Braunkohle;C;E001;380;142,515;476;238,0256;235,098;231,7764;207,1835;218,9614;235,098;181,4827;236,689;231,7764
MELNIK;MELNIK;Braunkohle;C;E001;380;334,215;1115;478,4261;473,9409;463,8366;428,7723;442,6326;473,9409;382,6293;475,7297;463,8366
MELNIK;MLADA BOLESLAV;Braunkohle;C;E001;380;36,615;123;74,2809;73,7348;73,2765;68,0493;71,1143;73,7348;61,5384;74,0234;73,2765
NEZNASOV;OPATOVICE;Braunkohle;C;E001;380;121,515;406;209,0456;206,4305;203,8444;181,6255;192,6202;206,4305;158,9821;207,8043;203,8444
NEZNASOV;PORICI;Braunkohle;C;E001;380;62,115;208;118,8474;117,5758;116,719;105,0973;111,5435;117,5758;92,9965;118,215;116,719
POCERADY;POCERADY;Braunkohle;C;E001;380;372,615;1243;524,7933;519,9026;508,6617;472,2054;486,1839;519,9026;422,6795;521,4329;508,6617
PROSENICE;MORAVSKE;Braunkohle;C;E001;380;30,015;101;61,9407;61,5712;61,1756;57,5497;59,7149;61,5712;52,5782;61,7708;61,1756
PROSENICE;ZLIN;Braunkohle;C;E001;380;32,415;109;66,4709;66,0387;65,6216;61,4271;63,9138;66,0387;55,8938;66,2701;65,6216
PROSENICE;OLOMOUC;Braunkohle;C;E001;380;24,615;83;51,5599;51,3232;50,972;48,5405;50,0241;51,3232;44,8288;51,4544;50,972
PRUNEROV;PRUNEROV;Braunkohle;C;E001;380;525,615;1753;683,365;681,6078;664,7242;629,5702;643,9924;681,6078;576,4706;682,2692;664,7242
SOKOLNICE;HODONIN;Braunkohle;C;E001;380;45,615;153;90,5414;89,7408;89,173;81,6539;85,9736;89,7408;73,0945;90,1541;89,173
TEMELIN;TEMELIN;KKW;C;E001;380;1309;1870;1870;1870;1870;1870;1870;1870;1870;1870;1870
TISOVA;TISOVA;Braunkohle;C;E001;220;162,615;543;264,878;261,7135;257,6646;231,2326;243,5453;261,7135;202,8471;263,4789;257,6646
TUSIMICE;TUSIMICE;Braunkohle;C;E001;380;252,615;843;378,9679;375,1133;367,7561;335,9417;349,4094;375,1133;297,4591;377,1824;367,7561
TYNEC;KOLIN;Braunkohle;C;E001;380;17,415;59;37,288;37,2021;36,9088;35,8029;36,5204;37,2021;33,6987;37,2558;36,9088
VRESOVA;VRESOVA;Braunkohle;C;E001;220;198,615;663;311,4383;307,9538;302,5754;273,5783;286,5218;307,9538;240,8436;309,9342;302,5754
DALESICE;DALESICE;Pumpspeicher;C;E003;380;-450;487;487;487;487;487;487;487;487;487;487
DASNY;LIPNO;Wasserspeicher;C;E003;380;0;128;128;128;128;128;128;128;128;128;128
DLOUHE STRANE;DLOUHE STRANE;Pumpspeicher;C;E003;380;-624;657;657;657;657;657;657;657;657;657;657
KOCIN;HRACHOLUSKY;Wasserspeicher;C;E003;380;0;9;9;9;9;9;9;9;9;9;9
KOCIN;CERNE JEZERO;Pumpspeicher;C;E003;380;-1,91;9;9;9;9;9;9;9;9;9;9
KRASIKOV;PASTVINY;Pumpspeicher;C;E003;380;-3;10;10;10;10;10;10;10;10;10;10
OPOCINEK;PRACOV;Wasserspeicher;C;E003;220;0;17;17;17;17;17;17;17;17;17;17
SOKOLNICE;BRNO KNINICKY;Wasserspeicher;C;E003;380;0;10;10;10;10;10;10;10;10;10;10
MALCH;string;Gas;D;E001;string;7,5;38;7,5;7,5;16,0763;7,5;16,6968;7,5;7,5;7,5;16,0763
MALCH;string;Gas;D;E001;string;7,5;38;7,5;7,5;16,0763;7,5;16,6968;7,5;7,5;7,5;16,0763
MALCH;string;Gas;D;E001;string;7,5;38;7,5;7,5;16,0763;7,5;16,6968;7,5;7,5;7,5;16,0763
MALCH;string;Gas;D;E001;string;7,5;38;7,5;7,5;16,0763;7,5;16,6968;7,5;7,5;7,5;16,0763
WENDL;string;Gas;D;E001;string;13;65;13;13;23,5124;13;24,3;13;13;13;23,5124
WENDL;string;Gas;D;E001;string;16,2;81;16,2;16,2;27,6209;16,2;28,1134;16,2;16,2;16,2;27,6209
WENDL;string;Steinkohle;D;E001;string;90,6;302;238,8042;271,6015;302;248,1277;302;271,6015;149,8512;190,2515;302
WENDL;string;Gas;D;E001;string;10;50;10;10;19,5382;10;20,34;10;10;10;19,5382
KUPFE;string;Gas;D;E001;string;11,4;57;11,4;11,4;21,4125;11,4;22,2438;11,4;11,4;11,4;21,4125
AUDOR;string;Öl;D;E001;string;17,4;87;17,4;17,4;17,4;17,4;17,4;17,4;17,4;17,4;17,4
MENGE;string;Steinkohle;D;E001;string;215,1;717;664,9739;678,2198;717;679,1505;717;678,2198;416,4515;541,7778;717
KNAPS;string;Braunkohle;D;E001;string;0;52;3,346e-13;2,1642e-12;9,247e-09;7,9661e-12;2,1616e-09;2,1642e-12;5,4277e-13;3,2646e-11;9,247e-09
BEXBA;string;Steinkohle;D;E001;string;216,3;721;669,5805;682,1775;721;683,4773;721;682,1775;422,0801;546,5615;721
BIBLI;string;KKW;D;E001;string;802,2;1146;1146;1146;1146;1146;1146;1146;1146;1146;1146
BIBLI;string;KKW;D;E001;string;868;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240
ROMME;string;Braunkohle;D;E001;string;0;1050;3,367e-13;2,1706e-12;9,2685e-09;8,0605e-12;2,1627e-09;2,1706e-12;5,4398e-13;3,2981e-11;9,2685e-09
BOXBE;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
BOXBE;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
BOXBE;string;Braunkohle;D;E001;string;0;857;3,3667e-13;2,1707e-12;9,2683e-09;8,0643e-12;2,1627e-09;2,1707e-12;5,4397e-13;3,2977e-11;9,2683e-09
BRUNS;string;Öl;D;E001;string;12,7;64;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7
BRUNS;string;Öl;D;E001;string;12,7;64;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7
BRUNS;string;Öl;D;E001;string;12,7;64;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7
BRUNS;string;Öl;D;E001;string;12,7;64;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7;12,7
SCHOL;string;Steinkohle;D;E001;string;21;70;48,8349;53,3751;70;49,4267;70;53,3751;42,5826;45,6321;70
HELMS;string;Braunkohle;D;E001;string;0;352;3,3651e-13;2,1708e-12;9,2668e-09;8,0902e-12;2,1626e-09;2,1708e-12;5,4386e-13;3,2955e-11;9,2668e-09
CHARL;string;Gas;D;E001;string;14;70;14;14;24,8086;14;25,5302;14;14;14;24,8086
CHARL;string;Gas;D;E001;string;14;70;14;14;24,8086;14;25,5302;14;14;14;24,8086
CHARL;string;Gas;D;E001;string;14,2;71;14,2;14,2;25,0665;14,2;25,7717;14,2;14,2;14,2;25,0665
CHARL;string;Gas;D;E001;string;28,8;144;28,8;28,8;42,5127;28,8;41,1504;28,8;28,8;28,8;42,5127
CHARL;string;Gas;D;E001;string;28,8;144;28,8;28,8;42,5127;28,8;41,1504;28,8;28,8;28,8;42,5127
CHARL;string;Gas;D;E001;string;28,8;144;28,8;28,8;42,5127;28,8;41,1504;28,8;28,8;28,8;42,5127
NWIES;string;Gas;D;E001;string;11,44;58;11,44;11,44;21,5299;11,44;22,3598;11,44;11,44;11,44;21,5299
NWIES;string;Braunkohle;D;E001;string;0;57;3,3479e-13;2,165e-12;9,2492e-09;7,9845e-12;2,1616e-09;2,165e-12;5,4289e-13;3,2676e-11;9,2492e-09
GERST;string;Steinkohle;D;E001;string;28,5;95;67,1145;74,7644;95;68,311;95;74,7644;55,8796;61,3323;95
GERST;string;Steinkohle;D;E001;string;28,5;95;67,1145;74,7644;95;68,311;95;74,7644;55,8796;61,3323;95
GERST;string;Steinkohle;D;E001;string;33,9;113;80,6403;90,7111;113;82,381;113;90,7111;65,0437;72,5348;113
LAUCH;string;Braunkohle;D;E001;string;0;67;3,3509e-13;2,1661e-12;9,2526e-09;8,0111e-12;2,1618e-09;2,1661e-12;5,4307e-13;3,2723e-11;9,2526e-09
LAUCH;string;Braunkohle;D;E001;string;0;31;3,3347e-13;2,1579e-12;9,2309e-09;7,8163e-12;2,161e-09;2,1579e-12;5,4187e-13;3,2437e-11;9,2309e-09
ROMME;string;Braunkohle;D;E001;string;0;595;3,3664e-13;2,1709e-12;9,2679e-09;8,0795e-12;2,1627e-09;2,1709e-12;5,4394e-13;3,2973e-11;9,2679e-09
WALSU;string;Steinkohle;D;E001;string;38,7;129;92,9171;105,197;129;95,2066;129;105,197;72,9411;82,4425;129
WALSU;string;Steinkohle;D;E001;string;111;370;301,2781;337,9835;370;312,6016;370;337,9835;179,0557;234,9409;370
RHEIN;string;Gas;D;E001;string;8;40;8;8;16,7484;8;17,4063;8;8;8;16,7484
RHEIN;string;Steinkohle;D;E001;string;39,9;133;96,023;108,8588;133;98,4581;133;108,8588;74,8823;84,914;133
RHEIN;string;Gas;D;E001;string;46,8;234;46,8;46,8;61,1381;46,8;58,6808;46,8;46,8;46,8;61,1381
EMDEN;string;Gas;D;E001;string;10;50;10;10;19,5382;10;20,34;10;10;10;19,5382
HANEK;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
HANEK;string;Gas;D;E001;string;71;355;71;71;84,8648;71;82,582;71;71;71;84,8648
HANEK;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
HANEK;string;Gas;D;E001;string;71;355;71;71;84,8648;71;82,582;71;71;71;84,8648
FARGE;string;Steinkohle;D;E001;string;105;350;282,6682;318,5282;350;293,47;350;318,5282;170,3838;221,559;350
OSTER;string;Gas;D;E001;string;2,8;14;2,8;2,8;7,5068;2,8;7,6439;2,8;2,8;2,8;7,5068
OSTER;string;Gas;D;E001;string;2,8;14;2,8;2,8;7,5068;2,8;7,6439;2,8;2,8;2,8;7,5068
OSTER;string;Gas;D;E001;string;2,8;14;2,8;2,8;7,5068;2,8;7,6439;2,8;2,8;2,8;7,5068
OSTER;string;Gas;D;E001;string;2,8;14;2,8;2,8;7,5068;2,8;7,6439;2,8;2,8;2,8;7,5068
OSTER;string;Gas;D;E001;string;2,8;14;2,8;2,8;7,5068;2,8;7,6439;2,8;2,8;2,8;7,5068
OSTER;string;Gas;D;E001;string;2,8;14;2,8;2,8;7,5068;2,8;7,6439;2,8;2,8;2,8;7,5068
OSTER;string;Gas;D;E001;string;17,6;88;17,6;17,6;29,3809;17,6;29,6841;17,6;17,6;17,6;29,3809
KRIEG;string;Gas;D;E001;string;76,6;383;76,6;76,6;90,3489;76,6;88,1545;76,6;76,6;76,6;90,3489
KRIEG;string;Gas;D;E001;string;88;440;88;88;101,5546;88;99,5234;88;88;88;101,5546
KRIEG;string;Gas;D;E001;string;10,6;53;10,6;10,6;20,3469;10,6;21,1691;10,6;10,6;10,6;20,3469
GOHRP;string;Braunkohle;D;E001;string;0;135;3,3595e-13;2,1693e-12;9,2618e-09;8,0737e-12;2,1622e-09;2,1693e-12;5,4357e-13;3,2867e-11;9,2618e-09
GOHRP;string;Braunkohle;D;E001;string;0;133;3,3593e-13;2,1693e-12;9,2617e-09;8,0729e-12;2,1622e-09;2,1693e-12;5,4356e-13;3,2864e-11;9,2617e-09
GOHRP;string;Braunkohle;D;E001;string;0;284;3,3643e-13;2,1706e-12;9,2661e-09;8,0911e-12;2,1625e-09;2,1706e-12;5,4382e-13;3,2942e-11;9,2661e-09
GOHRP;string;Braunkohle;D;E001;string;0;278;3,3642e-13;2,1706e-12;9,266e-09;8,0911e-12;2,1625e-09;2,1706e-12;5,4381e-13;3,2941e-11;9,266e-09
GOHRP;string;Braunkohle;D;E001;string;0;134;3,3594e-13;2,1693e-12;9,2618e-09;8,0733e-12;2,1622e-09;2,1693e-12;5,4356e-13;3,2866e-11;9,2618e-09
GOHRP;string;Braunkohle;D;E001;string;0;129;3,3591e-13;2,1692e-12;9,2614e-09;8,0713e-12;2,1622e-09;2,1692e-12;5,4354e-13;3,286e-11;9,2614e-09
ROMME;string;Braunkohle;D;E001;string;0;130;3,3591e-13;2,1692e-12;9,2615e-09;8,0717e-12;2,1622e-09;2,1692e-12;5,4355e-13;3,2861e-11;9,2615e-09
ROMME;string;Braunkohle;D;E001;string;0;130;3,3591e-13;2,1692e-12;9,2615e-09;8,0717e-12;2,1622e-09;2,1692e-12;5,4355e-13;3,2861e-11;9,2615e-09
ROMME;string;Braunkohle;D;E001;string;0;132;3,3593e-13;2,1692e-12;9,2616e-09;8,0725e-12;2,1622e-09;2,1692e-12;5,4355e-13;3,2863e-11;9,2616e-09
ROMME;string;Braunkohle;D;E001;string;0;124;3,3587e-13;2,169e-12;9,2611e-09;8,0691e-12;2,1622e-09;2,169e-12;5,4352e-13;3,2854e-11;9,2611e-09
OPLAD;string;Braunkohle;D;E001;string;0;128;3,359e-13;2,1691e-12;9,2614e-09;8,0709e-12;2,1622e-09;2,1691e-12;5,4354e-13;3,2859e-11;9,2614e-09
OPLAD;string;Braunkohle;D;E001;string;0;136;3,3595e-13;2,1693e-12;9,2619e-09;8,074e-12;2,1622e-09;2,1693e-12;5,4357e-13;3,2868e-11;9,2619e-09
OPLAD;string;Braunkohle;D;E001;string;0;131;3,3592e-13;2,1692e-12;9,2616e-09;8,0721e-12;2,1622e-09;2,1692e-12;5,4355e-13;3,2862e-11;9,2616e-09
GOHRP;string;Braunkohle;D;E001;string;0;138;3,3597e-13;2,1694e-12;9,262e-09;8,0747e-12;2,1622e-09;2,1694e-12;5,4358e-13;3,287e-11;9,262e-09
WENDL;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
GERST;string;Gas;D;E001;string;71;355;71;71;84,8648;71;82,582;71;71;71;84,8648
GERST;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
GERST;string;Gas;D;E001;string;71;355;71;71;84,8648;71;82,582;71;71;71;84,8648
GERST;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
GERST;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
GERST;string;Gas;D;E001;string;71;355;71;71;84,8648;71;82,582;71;71;71;84,8648
GERST;string;Gas;D;E001;string;11;55;11;11;20,8813;11;21,7107;11;11;11;20,8813
GUNDE;string;Steinkohle;D;E001;string;33,6;112;79,8809;89,8149;112;81,5892;112;89,8149;64,5427;71,9141;112
GUNDE;string;Gas;D;E001;string;121,5;608;121,5;121,5;134,7961;121,5;133,034;121,5;121,5;121,5;134,7961
MOELL;string;Steinkohle;D;E001;string;96,6;322;256,9376;291,1884;322;266,9189;322;291,1884;158,376;203,172;322
MOELL;string;Steinkohle;D;E001;string;95,4;318;253,294;287,2742;318;263,1486;318;287,2742;156,6689;200,5748;318
HALFE;string;Braunkohle;D;E001;string;0;85;3,3544e-13;2,1675e-12;9,2566e-09;8,0398e-12;2,162e-09;2,1675e-12;5,4328e-13;3,2782e-11;9,2566e-09
TIENG;string;Gas;D;E001;string;8;40;8;8;16,7484;8;17,4063;8;8;8;16,7484
LAUCH;string;Öl;D;E001;string;8;40;8;8;8;8;8;8;8;8;8
LAUCH;string;Öl;D;E001;string;8;40;8;8;8;8;8;8;8;8;8
LAUCH;string;Öl;D;E001;string;8;40;8;8;8;8;8;8;8;8;8
GUNDE;string;KKW;D;E001;string;898,8;1284;1284;1284;1284;1284;1284;1284;1284;1284;1284
GUNDE;string;KKW;D;E001;string;901,6;1288;1288;1288;1288;1288;1288;1288;1288;1288;1288
FRANF;string;Steinkohle;D;E001;string;18,45;62;43,0454;46,7161;62;43,4887;62;46,7161;38,073;40,4859;62
FRANF;string;Gas;D;E001;string;19,8;99;19,8;19,8;32,0949;19,8;32,0627;19,8;19,8;19,8;32,0949
HAMBO;string;Steinkohle;D;E001;string;35,7;119;85,2164;96,1117;119;87,1563;119;96,1117;68,031;76,2547;119
HAMBO;string;Steinkohle;D;E001;string;22,5;75;52,4442;57,572;75;53,1417;75;57,572;45,3002;48,7879;75
BLOCK;string;Steinkohle;D;E001;string;38,1;127;91,3696;103,3719;127;93,5875;127;103,3719;71,9657;81,206;127
NDVIE;string;Steinkohle;D;E001;string;83,4;278;217,3364;248,0653;278;225,7907;278;248,0653;139,6304;174,9432;278
UENTR;string;Gas;D;E001;string;167,6;838;167,6;167,6;181,0012;167,6;179,2518;167,6;167,6;167,6;181,0012
NDVIE;string;Gas;D;E001;string;31;155;31;31;44,9111;31;43,2998;31;31;31;44,9111
MARIE;string;Öl;D;E001;string;4,64;24;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64
MARIE;string;Öl;D;E001;string;4,64;24;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64
MARIE;string;Öl;D;E001;string;4,64;24;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64
MARIE;string;Öl;D;E001;string;4,64;24;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64;4,64
HEILB;string;Steinkohle;D;E001;string;25,5;85;59,7324;66,0917;85;60,6645;85;66,0917;50,6459;55,0748;85
HEILB;string;Steinkohle;D;E001;string;25,5;85;59,7324;66,0917;85;60,6645;85;66,0917;50,6459;55,0748;85
HEILB;string;Steinkohle;D;E001;string;33;110;78,3648;88,0259;110;80,0091;110;88,0259;63,5379;70,6724;110
HEILB;string;Steinkohle;D;E001;string;33;110;78,3648;88,0259;110;80,0091;110;88,0259;63,5379;70,6724;110
ZUKUN;string;Laufwasser;D;E001;string;0;14;14;14;14;14;14;14;14;14;14
GAREN;string;Gas;D;E001;string;83,4;417;83,4;83,4;97,0258;83,4;94,9327;83,4;83,4;83,4;97,0258
BOCHU;string;Steinkohle;D;E001;string;39,9;133;96,023;108,8588;133;98,4581;133;108,8588;74,8823;84,914;133
BOCHU;string;Steinkohle;D;E001;string;84;280;219,1126;250,0269;280;227,6426;280;250,0269;140,4829;176,2116;280
HANNO;string;Gas;D;E001;string;20,4;102;20,4;20,4;32,8236;20,4;32,6958;20,4;20,4;20,4;32,8236
HEYDE;string;Steinkohle;D;E001;string;262,5;875;742,7577;829,4233;875;746,6075;875;829,4233;582,4438;543,148;875
KRUCK;string;Gas;D;E001;string;2,4;12;2,4;2,4;6,5615;2,4;6,6747;2,4;2,4;2,4;6,5615
MUEND;string;Gas;D;E001;string;60,6;303;60,6;60,6;74,7;60,6;72,2656;60,6;60,6;60,6;74,7
KNAPS;string;Gas;D;E001;string;160;800;160;160;173,3621;160;171,6277;160;160;160;173,3621
HUNTO;string;Gas;D;E001;string;64,2;321;64,2;64,2;78,2177;64,2;75,8309;64,2;64,2;64,2;78,2177
WESTE;string;Steinkohle;D;E001;string;238,2;794;743,0029;749,9371;794;748,4274;794;749,9371;556,5159;630,2144;794
INGOL;string;Öl;D;E001;string;77,2;386;77,2;77,2;77,2;77,2;77,2;77,2;77,2;77,2;77,2
INGOL;string;Öl;D;E001;string;77,2;386;77,2;77,2;77,2;77,2;77,2;77,2;77,2;77,2;77,2
IRSCH;string;Gas;D;E001;string;83;415;83;83;96,6325;83;94,5337;83;83;83;96,6325
ITZEH;string;Öl;D;E001;string;17,6;88;17,6;17,6;17,6;17,6;17,6;17,6;17,6;17,6;17,6
JAENS;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
JAENS;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
JAENS;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
JAENS;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
JAENS;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
JAENS;string;Braunkohle;D;E001;string;0;465;3,3659e-13;2,1709e-12;9,2675e-09;8,086e-12;2,1626e-09;2,1709e-12;5,4391e-13;3,2966e-11;9,2675e-09
BERGS;string;Gas;D;E001;string;2,44;13;2,44;2,44;6,9343;2,44;7,0614;2,44;2,44;2,44;6,9343
KIEL;string;Steinkohle;D;E001;string;96,9;323;257,8498;292,1666;323;267,8623;323;292,1666;158,803;203,8224;323
HEYDE;string;Gas;D;E001;string;21;105;21;21;33,5472;21;33,3232;21;21;21;33,5472
HEYDE;string;Gas;D;E001;string;5,4;27;5,4;5,4;12,6764;5,4;13,0494;5,4;5,4;5,4;12,6764
HEYDE;string;Gas;D;E001;string;3,6;18;3,6;3,6;9,2636;3,6;9,4594;3,6;3,6;3,6;9,2636
HEYDE;string;Gas;D;E001;string;2,4;12;2,4;2,4;6,5615;2,4;6,6747;2,4;2,4;2,4;6,5615
HEYDE;string;Gas;D;E001;string;32;160;32;32;45,9858;32;44,2735;32;32;32;45,9858
BROKD;string;KKW;D;E001;string;987;1410;1410;1410;1410;1410;1410;1410;1410;1410;1410
BRUNS;string;KKW;D;E001;string;539,7;771;771;771;771;771;771;771;771;771;771
HANEK;string;KKW;D;E001;string;930,3;1329;1329;1329;1329;1329;1329;1329;1329;1329;1329
GRAFE;string;KKW;D;E001;string;892,5;1275;1275;1275;1275;1275;1275;1275;1275;1275;1275
GROHN;string;KKW;D;E001;string;952;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360
