$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
KATOWICE;ELCHO CHORZOW;Bitumen;Z;E001;220;0;98,1969;220
KIELCE;KIELCE;Bitumen;Z;E001;380;0;129,1415;300
KLECINA;WROCLAW;Bitumen;Z;E001;220;0;131,1986;279
KONIN;KONIN;Braunkohle;Z;E001;220;341,6;488;488
KOPANINA;LAZISKA;Bitumen;Z;E001;220;0;329,3609;1070
KOZIENICE;KOZIENICE;Bitumen;Z;E001;380;0;372,8838;2940
KRAJNIK;DOLNA ODRA;Bitumen;Z;E001;380;0;351,6164;1832
KROSNO-ISKRZYNIA;MYCZKOWCE;Wasserspeicher;Z;E003;380;0;234;234
LAGISZA;LAGISZA;Bitumen;Z;E001;380;0;367,2157;1382
LESNIOW;ZIELONA GORA;Gas;Z;E001;220;0;301;301
LUBLIN;LUBLIN-WROTKOW;Gas;Z;E001;380;47;235;235
LUBOCZA;KRAKOW;Bitumen;Z;E001;220;0;182,7962;460
MIKULOWA;TUROW;Braunkohle;Z;E001;380;1400;2000;2000
MORY;SIEKIERKI;KWK (Steinkohle);Z;E001;220;0;622;622
MOSCISKA;ZERAN;KWK (Bitumen);Z;E001;380;0;283;283
OSTROLEKA;OSTROLEKA;Bitumen;Z;E001;220;0;222,676;600
PASKUROWICE;KOGENERACJA;KWK (Bitumen);Z;E001;380;0;363;363
PATNOW;PATNOW;Braunkohle;Z;E001;220;884,8;1264;1264
POLANIEC;POLANIEC;Bitumen;Z;E001;380;0;343,4435;1600
POZNAN POLUDNIE;DALKIA POZNAN;Braunkohle;Z;E001;220;192,5;275;275
ROGOWIEC;BELCHATOW;Braunkohle;Z;E001;380;3108;4440;4440
ROKITNICA;MIECHOWICE;Bitumen;Z;E001;380;0;91,8558;199
RZESZOW;RZESZOW;Gas;Z;E001;380;20,2;101;101
SIERSZA;SIERSZA;Bitumen;Z;E001;220;0;242,3609;676
SKAWINA;SKAWINA;Bitumen;Z;E001;220;0;298,8141;597
STALOWA WOLA;STALOWA WOLA;Bitumen;Z;E001;220;0;226,1498;366
TAMOW;TARNOW II;Bitumen;Z;E001;380;0;113,8046;144
WIELOPOLE;RYBRIK;Bitumen;Z;E001;380;0;348,9535;1750
ZARNOWIEC;ZARNOWIEC;Pumpspeicher;Z;E003;380;0;729;729
ZGIERZ;DALKIA LODZ;Braunkohle;Z;E001;220;351,995;503;503
ZYDOWO;ZYDOWO;Pumpspeicher;Z;E003;220;0;163;163
