$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
SATTLEDT;WELS;Müll;O;E001;220;0;8,8767e-10;88
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;506;506
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;56;56
TAUERN;DIESSBACH;Wasserspeicher;O;E003;380;0;158;158
THAUR;ACHENSEE;Wasserspeicher;O;E003;220;0;85;85
WEIßENBACH;GOSAU;Wasserspeicher;O;E003;220;0;106;106
WERBEN;LANGENEGG;Wasserspeicher;O;E003;220;0;80;80
WIEN SÜDOST;SIMMERING;Gas;O;E001;380;0;230,192;1291
ZELL/ZILLER;FUNSINGAU;Wasserspeicher;O;E003;380;0;259;259
ZELTWEG;ST. MARTIN;Wasserspeicher;O;E003;220;0;116;116
AVEGNO;MAGGIA;Wasserspeicher;S;E003;220;0;626;626
BATIAZ;BATIAZ;Wasserspeicher;S;E003;220;0;252;252
BAVONA;BAVONA;Wasserspeicher;S;E003;220;0;124;124
BENKEN;NIEDERURNEN;Müll;S;E001;380;0;90;116
BEZNAU;BEZNAU;KKW;S;E001;380;511;511;730
BIASCA;BIASCA;Wasserspeicher;S;E003;220;0;324;324
BIRR;TURGI;Müll;S;E001;220;0;8,8668e-10;26
BITSCH;BITSCH;Wasserspeicher;S;E003;220;0;331;331
BÄRENBURG;BÄRENBURG;Wasserspeicher;S;E003;220;0;871;871
CASTASEGNA;CASTASEGNA;Wasserspeicher;S;E003;220;0;100;100
CAVERGNO;CAVERGNO;Wasserspeicher;S;E003;220;0;104;104
CHAMOSON;CHANDOLINE;Wasserspeicher;S;E003;220;0;120;120
CHIPPIS;GOUGRA;Wasserspeicher;S;E003;220;0;159;159
FERRERA;FERRERA 1;Pumpspeicher;S;E003;220;-63;126;126
FIESCH;CONCHES;Wasserspeicher;S;E003;220;0;117;117
FILISUR;ENGADIN;Wasserspeicher;S;E003;380;0;410;410
FIONNAY FMM;FIONNAY (MAUVOISIN);Wasserspeicher;S;E003;220;0;128;128
FIONNAY GD;FIONNAY (DIXENCE);Wasserspeicher;S;E003;220;0;992;992
GERLAFINGEN;ZUCHWIL;Müll;S;E001;220;0;8,8663e-10;25
GRIMSEL;GRIMSEL 2;Pumpspeicher;S;E003;220;-352;348;348
GÖSCHENEN;GÖSCHENEN 1;Wasserspeicher;S;E003;220;0;165;165
GÖSGEN;GÖSGEN;KKW;S;E001;380;689,5;689,5;985
HANDECK;HANDECK 1/2;Wasserspeicher;S;E003;220;0;236;236
HAUTERIVE;FRIBOURG;Müll;S;E001;220;0;8,8651e-10;23
INNERTKIRCHEN;INNERTKIRCHEN;Wasserspeicher;S;E003;220;0;388;388
KERZERS;COLOMBIER;Müll;S;E001;220;0;8,8621e-10;19
LACHMATT;BASEL;Müll;S;E001;220;0;8,8686e-10;30
LEIBSTADT;LEIBSTADT;KKW;S;E001;380;833;833;1190
LÖBBIA;LÖBBIA;Wasserspeicher;S;E003;220;0;95;95
MAGADINO;GORDOLA;Wasserspeicher;S;E003;220;0;133;133
MAPRAGG;UNTERVAZ;Müll;S;E001;380;-159;280;305
MÜHLEBERG;MÜHLEBERG;KKW;S;E001;220;0;261,1;398
OLIVONE;OLIVONE;Wasserspeicher;S;E003;220;0;743;743
PRADELLA;PRADELLA;Wasserspeicher;S;E003;380;0;384;384
RIDDES;CLEUSON-DIXENCE;Wasserspeicher;S;E003;220;0;3009;3009
ROBIEI;ROBIEI;Pumpspeicher;S;E003;220;-157;173;173
SARELLI;SARELLI;Wasserspeicher;S;E003;220;0;90;90
SCHIFFENEN;SCHIFFENEN;Wasserspeicher;S;E003;220;0;71;71
SEDRUN;SEDRUN;Wasserspeicher;S;E003;220;0;150;150
SEEBACH;AUBRUGG;Heizkraftwerk;S;E001;220;0;15,2789;24
SIEBNEN;ETZELWERK ALTENDORF;Pumpspeicher;S;E003;220;-54;135;135
SILS;SILS (KHR);Wasserspeicher;S;E003;380;0;247;247
ST. TRIPHON;MONTHEL;Gas;S;E001;220;13,528;13,528;68
STALDEN;STALDEN;Wasserspeicher;S;E003;220;0;295;295
TAVANASA;TAVANASA KVR;Wasserspeicher;S;E003;380;0;176;176
TIERFEHD;TIERFEHD (LIMMERN);Pumpspeicher;S;E003;220;-34;261;261
VALLORCINE;VALLORCINE;Wasserspeicher;S;E003;220;-30;307;307
VERBANO;VERBANO;Wasserspeicher;S;E003;220;0;181;181
VERBOIS;LES CHENEVIERS;Müll;S;E001;380;0;8,8723e-10;44
VEYTAUX;VEYTAUX;Pumpspeicher;S;E003;220;-256;240;240
WIMMIS;THUN;Müll;S;E001;220;0;8,8663e-10;25
WINKELN;ST. GALLEN;Müll;S;E001;220;0;8,8621e-10;19
WITTENWIL;BAZENHEID;Müll;S;E001;220;0;8,8576e-10;15
ZERMEIGGERN;ZERMEIGGERN;Pumpspeicher;S;E003;220;-46;74;74
ADAMOW;ADAMOW;Braunkohle;Z;E001;220;420;600;600
BLACHOZNIA;BLACHOWNIA;Bitumen;Z;E001;220;0;79,5619;165
BUJAKOW;BIELSKO-BIALA;Bitumen;Z;E001;220;0;607,3121;647
BYCZYNA;JAWORZNO;Bitumen;Z;E001;220;0;436,2658;1540
BYDGOSZCZ ZACHOD;BYDGOSZCZ;Braunkohle;Z;E001;220;158,9;227;227
CIEPLICE;BOBROWICE;Wasserspeicher;Z;E003;220;0;34;34
CZECZOT;BIELSKO-POLNOC;Bitumen;Z;E001;220;0;25,4318;55
DOBRZEN;OPOLE;Steinkohle;Z;E001;380;288;960;960
GDANSK BLONIA;BIELKOWO;Wasserspeicher;Z;E003;380;0;20;20
GDANSK I;GDANSK;Braunkohle;Z;E001;380;225,75;654;654
GORZOW;GORZOW;GuD;Z;E001;220;11;55;55
HALEMBA;HALEMBA;Bitumen;Z;E001;220;0;96,3653;200
JASINIEC;KORONOWO;Wasserspeicher;Z;E003;220;0;60;60
KATOWICE;ELCHO CHORZOW;Bitumen;Z;E001;220;0;105,822;220
KIELCE;KIELCE;Bitumen;Z;E001;380;0;142,4641;300
KLECINA;WROCLAW;Bitumen;Z;E001;220;0;141,7603;279
KONIN;KONIN;Braunkohle;Z;E001;220;341,6;488;488
KOPANINA;LAZISKA;Bitumen;Z;E001;220;0;405,0303;1070
KOZIENICE;KOZIENICE;Bitumen;Z;E001;380;0;495,4244;2940
KRAJNIK;DOLNA ODRA;Bitumen;Z;E001;380;0;454,5694;1832
KROSNO-ISKRZYNIA;MYCZKOWCE;Wasserspeicher;Z;E003;380;0;234;234
LAGISZA;LAGISZA;Bitumen;Z;E001;380;0;455,5447;1382
LESNIOW;ZIELONA GORA;Gas;Z;E001;220;0;301;301
LUBLIN;LUBLIN-WROTKOW;Gas;Z;E001;380;47;235;235
LUBOCZA;KRAKOW;Bitumen;Z;E001;220;0;209,8315;460
MIKULOWA;TUROW;Braunkohle;Z;E001;380;1400;2000;2000
MORY;SIEKIERKI;KWK (Steinkohle);Z;E001;220;0;622;622
MOSCISKA;ZERAN;KWK (Bitumen);Z;E001;380;0;283;283
OSTROLEKA;OSTROLEKA;Bitumen;Z;E001;220;0;262,9187;600
PASKUROWICE;KOGENERACJA;KWK (Bitumen);Z;E001;380;0;363;363
PATNOW;PATNOW;Braunkohle;Z;E001;220;884,8;1264;1264
POLANIEC;POLANIEC;Bitumen;Z;E001;380;0;440,4386;1600
POZNAN POLUDNIE;DALKIA POZNAN;Braunkohle;Z;E001;220;192,5;275;275
ROGOWIEC;BELCHATOW;Braunkohle;Z;E001;380;3108;4440;4440
ROKITNICA;MIECHOWICE;Bitumen;Z;E001;380;0;94,8425;199
RZESZOW;RZESZOW;Gas;Z;E001;380;20,2;101;101
SIERSZA;SIERSZA;Bitumen;Z;E001;220;0;289,8472;676
SKAWINA;SKAWINA;Bitumen;Z;E001;220;0;328,6297;597
STALOWA WOLA;STALOWA WOLA;Bitumen;Z;E001;220;0;235,7909;366
TAMOW;TARNOW II;Bitumen;Z;E001;380;0;113,9244;144
WIELOPOLE;RYBRIK;Bitumen;Z;E001;380;0;449,9046;1750
ZARNOWIEC;ZARNOWIEC;Pumpspeicher;Z;E003;380;0;729;729
ZGIERZ;DALKIA LODZ;Braunkohle;Z;E001;220;351,995;503;503
ZYDOWO;ZYDOWO;Pumpspeicher;Z;E003;220;0;163;163
