$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P max;NNF_1;NNF_2;NNF_3;NNF_4;NNF_5;NNF_6;NNF_7;NNF_8;NNF_9
ST. CROIX;ST. CROIX;Wasserspeicher;F;E003;220;0;198;198;198;198;198;198;198;198;198;198
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;52;52;52;52;52;52;52;52;52;52
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;612;612;612;612;612;612;612;612;612;612
SUPER-BISSORTE;SUPER-BISSORTE;Pumpspeicher;F;E003;380;-640;923;923;923;923;923;923;923;923;923;923
TORE-SUPRA;VINON;Wasserspeicher;F;E003;380;0;72;72;72;72;72;72;72;72;72;72
VAUJANY;GRAND MAISON;Pumpspeicher;F;E003;380;-1275;1840;1840;1840;1840;1840;1840;1840;1840;1840;1840
VILLARODIN;VILLARODIN;Wasserspeicher;F;E003;380;0;400;400;400;400;400;400;400;400;400;400
VOUGLANS;VOUGLANS;Wasserspeicher;F;E003;220;0;328;328;328;328;328;328;328;328;328;328
BERGUM;BERGUM;Gas;N;E001;220;131,396;657;657;657;657;657;657;657;657;657;657
BEVERWIJK;VELSEN;Gas;N;E001;380;170,596;853;853;853;853;853;853;853;853;853;853
BEVERWIJK;IJMOND;Gas;N;E001;380;27,396;137;137;137;137;137;137;137;0;96;137
BEVERWIJK;ALKMAAR;Müll;N;E001;380;0;87;87;87;87;87;87;87;87;87;87
BORSSELE;SLOE;Gas;N;E001;380;172,596;863;863;863;863;863;863;863;863;863;863
BORSSELE;AES;Steinkohle;N;E001;380;186,894;623;623;623;623;623;623;623;623;623;623
BORSSELE;BORSSELE 1;KKW;N;E001;380;352,8;504;504;504;504;504;504;504;504;504;504
BORSSELE;BORSSELE 2;Steinkohle;N;E001;380;127,794;426;426;426;426;426;426;426;426;426;426
BORSSELE;TERNEUZEN;Gas;N;E001;380;79,596;398;0;0;0;0;0;0;0;0;0
DIEMEN;DIEMEN 33;Gas;N;E001;380;48,396;242;0;0;0;0;0;0;0;0;0
DIEMEN;DIEMEN 34;Gas;N;E001;380;0;0;0;0;0;0;0;0;0;0;0
DIEMEN;LAGE WEIDE;Gas;N;E001;380;131,196;656;656;656;656;656;656;656;656;656;656
DODEWAARD;GELDERLAND;Steinkohle;N;E001;380;174,894;583;583;583;583;583;583;583;583;583;583
DODEWAARD;DE KLEEF;Gas;N;E001;380;8,196;41;41;41;41;41;41;41;0;0;41
EEMSHAVEN;EEMS 1;Gas;N;E001;380;489,596;2448;2448;2448;2448;2448;2448;2448;2195,519;2448;2448
EEMSHAVEN;MAGNUM;Gas;N;E001;380;0;0;0;0;0;0;0;0;0;0;0
EINDHOVEN;EINDHOVEN;Gas;N;E001;380;8,996;45;45;45;45;45;45;45;0;0;45
EINDHOVEN;HELMOND;Gas;N;E001;380;8,596;43;0;0;0;0;0;0;0;0;0
GEERTRUIDENBERG;DONGE;Gas;N;E001;380;22,796;114;114;114;114;114;114;114;0;0;114
GEERTRUIDENBERG;AMER;Steinkohle;N;E001;380;380,394;1268;1268;1268;1268;1268;1268;1268;1268;1268;1268
GEERTRUIDENBERG;MOERDIJK 1;GuD;N;E001;380;152,396;762;567,24;762;762;762;762;762;0;0;762
GEERTRUIDENBERG;DEN BOSCH;Gas;N;E001;380;5,196;26;0;26;26;26;26;26;0;0;26
GEERTRUIDENBERG;DESCO;Gas;N;E001;380;6,396;32;0;32;32;32;32;32;0;0;32
HENGELO;SALINCO;Gas;N;E001;380;10,596;53;0;53;53;53;53;53;0;0;53
HENGELO;ENSCHEDE;Gas;N;E001;380;10,196;51;0;51;51;51;51;51;0;0;51
HENGELO;HENGELO;Müll;N;E001;380;0;19;19;19;19;19;19;19;19;19;19
HESSENWEG;HARCULO;Gas;N;E001;220;69,796;349;0;349;349;349;349;349;0;0;349
KRIMPEN;ROTTERDAM;GuD;N;E001;380;156,596;783;0;-9,677e-12;783;156,596;783;-9,677e-12;0;0;783
KRIMPEN;ROCA;Gas;N;E001;380;52,396;262;0;0;262;0;262;0;0;0;262
KRIMPEN;PERGEN;Heizkraftwerk;N;E001;380;0;293;293;293;293;293;293;293;293;293;293
KRIMPEN;GALILEISTRAAT;Gas;N;E001;380;40,396;202;0;0;202;0;202;0;0;0;202
KRIMPEN;DORDRECHT;Müll;N;E001;380;0;25;25;25;25;25;25;25;25;25;25
LELYSTAD;LELYSTAD;Gas;N;E001;380;22,396;112;0;0;112;0;112;0;0;0;112
LELYSTAD;FLEVO;GuD;N;E001;380;174,596;873;0;0;873;0;873;0;0;0;873
LELYSTAD;ALMERE;GuD;N;E001;380;24,196;121;0;0;121;0;121;0;0;0;121
LOUWSMEER;HARLINGEN;Müll;N;E001;220;0;10;10;10;10;10;10;10;10;10;10
MAASBRACHT;DSM;GuD;N;E001;380;45,196;226;0;0;226;0;226;0;0;0;226
MAASBRACHT;CLAUS;Gas;N;E001;380;387,596;1938;0;0;854,99;0;1368,49;0;0;0;854,99
MAASBRACHT;BUGGENUM;Steinkohle;N;E001;380;83,094;277;277;277;277;277;277;277;277;277;277
MAASVLAKTE;MAASVLAKTE 1;Steinkohle;N;E001;380;327,894;1093;1093;1093;1093;1093;1093;1093;1093;1093;1093
MAASVLAKTE;MAASVLAKTE 2;Gas;N;E001;380;14,596;73;0;0;0;0;0;0;0;0;0
MEEDEN;KLAZIENAVEEN;Gas;N;E001;380;11,196;56;0;0;0;0;0;0;0;0;0
MEEDEN;ERICA;Gas;N;E001;380;11,196;56;0;0;0;0;0;0;0;0;0
MEEDEN;HUNZESTROOM;Gas;N;E001;380;3,196;16;0;0;0;0;0;0;0;0;0
MEEDEN;DOBBESTROOM;Gas;N;E001;380;5,996;30;0;0;0;0;0;0;0;0;0
OOSTZAAN;HEMWEG 7;Steinkohle;N;E001;380;196,647;656;656;656;656;656;656;656;656;656;656
OOSTZAAN;HEMWEG 8;Gas;N;E001;380;119,098;596;0;0;0;0;0;0;0;0;0
OOSTZAAN;HEMWEG 9;Gas;N;E001;380;0;0;0;0;0;0;0;0;0;0;0
OOSTZAAN;PURMEREND;Gas;N;E001;380;12,996;65;0;0;0;0;0;0;0;0;0
OOSTZAAN;AMSTERDAM;Müll;N;E001;380;0;153;153;153;153;153;153;153;153;153;153
ROBBENPLAAT;DELFZIJL;Müll;N;E001;380;0;4;4;4;4;4;4;4;4;4;4
SIMONSHAVEN;BOTLEK;Müll;N;E001;380;0;117;117;117;117;117;117;117;117;117;117
SIMONSHAVEN;APNED;Gas;N;E001;380;7,196;36;0;0;0;0;0;0;0;0;0
SIMONSHAVEN;ROTTERDAM-ROZENBURG;Müll;N;E001;380;0;48;48;48;48;48;48;48;48;48;48
SIMONSHAVEN;BERGEN OP ZOOM;Gas;N;E001;380;5,196;26;0;0;0;0;0;0;0;0;0
WEIWERD;DELESTO;Gas;N;E001;220;104,596;523;0;0;0;0;0;0;0;0;0
WESTERTEE;LEIDEN;Gas;N;E001;380;14,796;74;0;0;0;0;0;0;0;0;0
WESTERTEE;DELFT;Gas;N;E001;380;17,196;86;0;0;0;0;0;0;0;0;0
WESTERTEE;DEN HAAG;Gas;N;E001;380;14,196;71;0;0;0;0;0;0;0;0;0
WESTERTEE;MAASSTROOM;Gas;N;E001;380;84,196;421;0;0;0;0;0;0;0;0;0
ZEYERVEEN;WIJSTER;Müll;N;E001;220;0;41;41;41;41;41;41;41;41;41;41
ALTENWÖRTH;THEIß;Gas;O;E001;220;171,696;859;0;0;0;0;0;0;0;0;0
BISAMBERG;DONAUSTADT 3;Gas;O;E001;380;85,096;426;0;0;0;0;0;0;0;0;0
BISAMBERG;KORNEUBURG;Gas;O;E001;380;84,696;424;0;0;0;0;0;0;0;0;0
BISAMBERG;ZISTERSDORF;Müll;O;E001;380;0;73;0;0;0;0;0;0;0;0;0
DÜRNROHR;DÜRNROHR;Steinkohle;O;E001;380;244,644;816;0;0;0;0;0;0;0;0;0
HAUSRUCK;TIMELKAM CC;GuD;O;E001;220;92,696;464;0;0;0;0;0;0;0;0;0
HAUSRUCK;TIMELKAM 4;Gas;O;E001;220;24,896;125;0;0;0;0;0;0;0;0;0
HAUSRUCK;LENZING;Heizkraftwerk;O;E001;220;0;160;160;160;160;160;160;160;160;160;160
HESSENBERG;NIKALSDORF;Müll;O;E001;220;0;66;0;0;0;0;0;0;0;0;0
KAINACHTAL;WERNDORF;Heizkraftwerk;O;E001;380;0;344;344;344;344;344;344;344;344;344;344
KAINACHTAL;MELLACH 1;Gas;O;E001;380;178,096;891;0;0;0;0;0;0;0;0;0
KAINACHTAL;MELLACH 2;Heizkraftwerk;O;E001;380;0;305;305;305;305;305;305;305;305;305;305
KAINACHTAL;HEILIGENKREUZ;Gas;O;E001;380;13,596;68;0;0;0;0;0;0;0;0;0
OSTSTEIERMARKT;GRAZ;Heizkraftwerk;O;E001;380;0;116;116;116;116;116;116;116;116;116;116
OTTENSHEIM;H. LINZ;Gas;O;E001;220;44,496;223;0;0;0;0;0;0;0;0;0
OTTENSHEIM;LINZ;Müll;O;E001;220;0;76;0;0;0;0;0;0;0;0;0
ROSEGG;ARNOLDSTEIN;Müll;O;E001;220;0;66;0;0;0;0;0;0;0;0;0
SALZACH;RIEDERSBACH 1;Steinkohle;O;E001;220;34,044;114;0;0;0;0;0;0;0;0;0
SALZACH;RIEDERSBACH 2;Steinkohle;O;E001;220;67,944;227;0;0;0;0;0;0;0;0;0
SALZACH;SALZBURG NORD;Heizkraftwerk;O;E001;220;0;73;73;73;73;73;73;73;73;73;73
SALZACH;SALZBURG MITTE;Heizkraftwerk;O;E001;220;0;143;143;143;143;143;143;143;143;143;143
SATTLEDT;WELS;Müll;O;E001;220;0;88;0;0;0;0;0;0;0;0;0
WIEN SÜDOST;SIMMERING;Gas;O;E001;380;187,496;938;0;0;0;0;0;0;0;0;0
WIEN SÜDOST;LEOPOLDAU;Gas;O;E001;380;42,696;214;0;0;0;0;0;0;0;0;0
WIEN SÜDOST;PFAFFENAU;Müll;O;E001;380;0;73;0;0;0;0;0;0;0;0;0
WIEN SÜDOST;SPITTELAU;Müll;O;E001;380;0;66;0;0;0;0;0;0;0;0;0
HÄUSLING;HÄUSLING;Pumpspeicher;O;E003;220;-360;366;366;366;366;366;366;366;366;366;366
KAPRUN;KAPRUN LIMBERG II;Pumpspeicher;O;E003;220;-480;486;486;486;486;486;486;486;486;486;486
KAPRUN;REMSACH;Wasserspeicher;O;E003;220;0;37;37;37;37;37;37;37;37;37;37
KAPRUN;BÖCKSTEIN;Wasserspeicher;O;E003;220;0;52;52;52;52;52;52;52;52;52;52
KAPRUN;NASSFELD;Wasserspeicher;O;E003;220;-31,5;38;38;38;38;38;38;38;38;38;38
KAPRUN;KAPRUN-HAUPTSTUFE;Wasserspeicher;O;E003;220;0;246;246;246;246;246;246;246;246;246;246
KAPRUN;KAPRUN-OBERSTUFE;Pumpspeicher;O;E003;220;-130;119;119;119;119;119;119;119;119;119;119
KAPRUN;BÄRENWERK;Wasserspeicher;O;E003;220;0;18;18;18;18;18;18;18;18;18;18
KOPS I;RIFAWERK;Pumpspeicher;O;E003;220;-8;13;13;13;13;13;13;13;13;13;13
KOPS I;VERMUNT;Wasserspeicher;O;E003;220;0;191;191;191;191;191;191;191;191;191;191
KOPS I;KOPSWERK I;Wasserspeicher;O;E003;220;0;253;253;253;253;253;253;253;253;253;253
KOPS I;KOPSWERK II;Wasserspeicher;O;E003;220;0;456;456;456;456;456;456;456;456;456;456
KÜHTAI;KÜHTAI;Pumpspeicher;O;E003;220;-250;295;295;295;295;295;295;295;295;295;295
LIENZ;FELDSEE;Wasserspeicher;O;E003;380;0;146;146;146;146;146;146;146;146;146;146
LIENZ;ZIRKNITZ;Wasserspeicher;O;E003;380;0;38;38;38;38;38;38;38;38;38;38
LIENZ;AUßERFRAGANT;Wasserspeicher;O;E003;380;0;72;72;72;72;72;72;72;72;72;72
LIENZ;INNERFRAGANT;Wasserspeicher;O;E003;380;0;114;114;114;114;114;114;114;114;114;114
LÜNERSEE;LÜNERSEE;Pumpspeicher;O;E003;220;-224;238;238;238;238;238;238;238;238;238;238
LÜNERSEE;WALGAU;Wasserspeicher;O;E003;220;0;100;100;100;100;100;100;100;100;100;100
MALTA;ZEDERHAUS;Wasserspeicher;O;E003;220;0;16;16;16;16;16;16;16;16;16;16
MALTA;KREUZECK;Wasserspeicher;O;E003;220;0;51;51;51;51;51;51;51;51;51;51
MALTA;ROTGÜLDEN;Wasserspeicher;O;E003;220;0;11;11;11;11;11;11;11;11;11;11
MALTA;MURFALL;Wasserspeicher;O;E003;220;0;7;7;7;7;7;7;7;7;7;7
MALTA;HINTERMUHR;Pumpspeicher;O;E003;220;-104;110;110;110;110;110;110;110;110;110;110
MALTA;REIßECK;Wasserspeicher;O;E003;220;0;97;97;97;97;97;97;97;97;97;97
MALTA;MALTA-HAUPTSTUFE;Pumpspeicher;O;E003;220;-580;736;736;736;736;736;736;736;736;736;736
MALTA;MALTA-OBERSTUFE;Pumpspeicher;O;E003;220;-120;126;126;126;126;126;126;126;126;126;126
MAYRHOFEN;MAYRHOFEN;Wasserspeicher;O;E003;220;0;351;351;351;351;351;351;351;351;351;351
PRUTZ;PRUTZ;Wasserspeicher;O;E003;220;0;376;376;376;376;376;376;376;376;376;376
PRUTZ;KAUNERTAL;Wasserspeicher;O;E003;220;0;398;398;398;398;398;398;398;398;398;398
PYHRN;HIEFLAU;Wasserspeicher;O;E003;220;0;69;69;69;69;69;69;69;69;69;69
RODUND;RODUND;Pumpspeicher;O;E003;220;-317;499;499;499;499;499;499;499;499;499;499
RODUND;LATSCHAUWERK;Wasserspeicher;O;E003;220;0;15;15;15;15;15;15;15;15;15;15
ROßHAG;ROßHAG;Pumpspeicher;O;E003;220;-240;237;237;237;237;237;237;237;237;237;237
SALZACH;STRUBKLAMM;Wasserspeicher;O;E003;220;0;21;21;21;21;21;21;21;21;21;21
SALZACH;WIESTAL;Wasserspeicher;O;E003;220;0;34;34;34;34;34;34;34;34;34;34
SILZ;SILZ;Pumpspeicher;O;E003;220;-500;506;506;506;506;506;506;506;506;506;506
ST. ANDRÄ;KORALPE;Pumpspeicher;O;E003;220;-50;56;56;56;56;56;56;56;56;56;56
TAUERN;DIESSBACH;Wasserspeicher;O;E003;380;0;32;32;32;32;32;32;32;32;32;32
TAUERN;SCHWARZACH;Wasserspeicher;O;E003;380;0;126;126;126;126;126;126;126;126;126;126
THAUR;ACHENSEE;Wasserspeicher;O;E003;220;0;85;85;85;85;85;85;85;85;85;85
WEIßENBACH;GOSAU;Wasserspeicher;O;E003;220;0;13;13;13;13;13;13;13;13;13;13
WEIßENBACH;SALZA;Wasserspeicher;O;E003;220;0;14;14;14;14;14;14;14;14;14;14
WEIßENBACH;MANDLING;Wasserspeicher;O;E003;220;0;12;12;12;12;12;12;12;12;12;12
WEIßENBACH;SÖLK;Wasserspeicher;O;E003;220;0;67;67;67;67;67;67;67;67;67;67
WERBEN;LANGENEGG;Wasserspeicher;O;E003;220;0;80;80;80;80;80;80;80;80;80;80
ZELL/ZILLER;FUNSINGAU;Wasserspeicher;O;E003;380;0;31;31;31;31;31;31;31;31;31;31
ZELL/ZILLER;HOLLERSBACH;Wasserspeicher;O;E003;380;0;11;11;11;11;11;11;11;11;11;11
ZELL/ZILLER;TRATTENBACH;Wasserspeicher;O;E003;380;0;11;11;11;11;11;11;11;11;11;11
ZELL/ZILLER;GERLOS;Wasserspeicher;O;E003;380;0;206;206;206;206;206;206;206;206;206;206
ZELTWEG;ST. MARTIN;Wasserspeicher;O;E003;220;0;16;16;16;16;16;16;16;16;16;16
ZELTWEG;BÖSDORNAU;Wasserspeicher;O;E003;220;0;31;31;31;31;31;31;31;31;31;31
ZELTWEG;BODENDORF-PAAL;Wasserspeicher;O;E003;220;0;33;33;33;33;33;33;33;33;33;33
ZELTWEG;ARNSTEIN;Wasserspeicher;O;E003;220;0;36;36;36;36;36;36;36;36;36;36
ADAMOW;ADAMOW;Braunkohle;Z;E001;220;420;600;600;600;600;600;600;600;600;600;600
BLACHOZNIA;BLACHOWNIA;Bitumen;Z;E001;220;0;165;165;165;165;165;165;165;165;165;165
BUJAKOW;BIELSKO-BIALA;Bitumen;Z;E001;220;0;75;75;75;75;75;75;75;75;75;75
BYCZYNA;JAWORZNO;Bitumen;Z;E001;220;0;1540;1540;1540;1540;1540;1540;1540;1540;1540;1540
BYDGOSZCZ ZACHOD;BYDGOSZCZ;Braunkohle;Z;E001;220;158,9;227;227;227;227;227;227;227;227;227;227
CZECZOT;BIELSKO-POLNOC;Bitumen;Z;E001;220;0;55;55;55;55;55;55;55;55;55;55
DOBRZEN;OPOLE;Steinkohle;Z;E001;380;288;960;960;960;960;960;960;960;960;960;960
GDANSK I;GDANSK;Braunkohle;Z;E001;380;225,75;323;323;323;323;323;323;323;323;323;323
GDANSK I;WYBREZE;Braunkohle;Z;E001;380;231,7;331;331;331;331;331;331;331;331;331;331
GORZOW;GORZOW;GuD;Z;E001;220;11;55;55;55;55;55;55;55;55;55;55
HALEMBA;HALEMBA;Bitumen;Z;E001;220;0;200;200;200;200;200;200;200;200;200;200
KATOWICE;ELCHO CHORZOW;Bitumen;Z;E001;220;0;220;220;220;220;220;220;220;220;220;220
KIELCE;KIELCE;Bitumen;Z;E001;380;0;300;300;300;300;300;300;300;300;300;300
KLECINA;WROCLAW;Bitumen;Z;E001;220;0;263;263;263;263;263;263;263;263;263;263
KONIN;KONIN;Braunkohle;Z;E001;220;341,6;488;488;488;488;488;488;488;488;488;488
KOPANINA;LAZISKA;Bitumen;Z;E001;220;0;1030;1030;1030;1030;1030;1030;1030;886,68;1030;1030
KOPANINA;TYCHY II;Bitumen;Z;E001;220;0;40;40;40;40;40;40;40;0;40;40
KOZIENICE;KOZIENICE;Bitumen;Z;E001;380;0;2940;994,68;1084,97;857,68;356,68;201,68;1084,97;0;438,68;857,68
KRAJNIK;DOLNA ODRA;Bitumen;Z;E001;380;0;1832;0;0;0;0;0;0;0;0;0
LAGISZA;LAGISZA;Bitumen;Z;E001;380;0;1300;0;0;0;0;0;0;0;0;0
LAGISZA;BEDZIN;Bitumen;Z;E001;380;0;82;0;0;0;0;0;0;0;0;0
LESNIOW;ZIELONA GORA;Gas;Z;E001;220;39,6;198;198;198;198;198;198;198;198;198;198
LUBLIN;LUBLIN-WROTKOW;Gas;Z;E001;380;47;235;235;235;235;235;235;235;235;235;235
LUBOCZA;KRAKOW;Bitumen;Z;E001;220;0;460;0;0;0;0;0;0;0;0;0
MIKULOWA;TUROW;Braunkohle;Z;E001;380;1400;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
MORY;SIEKIERKI;KWK (Steinkohle);Z;E001;220;0;622;622;622;622;622;622;622;622;622;622
MOSCISKA;ZERAN;KWK (Bitumen);Z;E001;380;0;250;250;250;250;250;250;250;250;250;250
OSTROLEKA;OSTROLEKA;Bitumen;Z;E001;220;0;600;0;0;0;0;0;0;0;0;0
PASKUROWICE;KOGENERACJA;KWK (Bitumen);Z;E001;380;0;363;363;363;363;363;363;363;363;363;363
PATNOW;PATNOW;Braunkohle;Z;E001;220;884,8;1264;1264;1264;1264;1264;1264;1264;1264;1264;1264
POLANIEC;POLANIEC;Bitumen;Z;E001;380;0;1600;0;0;0;0;0;0;0;0;0
POZNAN POLUDNIE;DALKIA POZNAN;Braunkohle;Z;E001;220;192,5;275;275;275;275;275;275;275;275;275;275
ROGOWIEC;BELCHATOW;Braunkohle;Z;E001;380;3108;4440;4440;4440;4440;4440;4440;4440;4440;4440;4440
ROKITNICA;MIECHOWICE;Bitumen;Z;E001;380;0;125;0;0;0;0;0;0;0;0;0
ROKITNICA;ZABRZE;Bitumen;Z;E001;380;0;74;0;0;0;0;0;0;0;0;0
RZESZOW;RZESZOW;Gas;Z;E001;380;20,2;101;101;101;101;101;101;101;101;101;101
SIERSZA;SIERSZA;Bitumen;Z;E001;220;0;676;0;0;0;0;0;0;0;0;0
SKAWINA;SKAWINA;Bitumen;Z;E001;220;0;490;0;0;0;0;0;0;0;0;0
STALOWA WOLA;STALOWA WOLA;Bitumen;Z;E001;220;0;250;0;0;0;0;0;0;0;0;0
STALOWA WOLA;NOWA SARZYNA;Gas;Z;E001;220;23,2;116;116;116;116;116;116;116;116;116;116
TAMOW;TARNOW II;Bitumen;Z;E001;380;0;56;0;0;0;0;0;0;0;0;0
TAMOW;TARNOW I;GuD;Z;E001;380;0,746;4;4;4;4;4;4;4;4;4;4
WIELOPOLE;RYBRIK;Bitumen;Z;E001;380;0;1750;0;0;0;0;0;0;0;0;0
ZGIERZ;DALKIA LODZ;Braunkohle;Z;E001;220;351,995;503;503;503;503;503;503;503;503;503;503
BUJAKOW;TRESNA;Wasserspeicher;Z;E003;220;0;34;34;34;34;34;34;34;34;34;34
BUJAKOW;PORABKA;Wasserspeicher;Z;E003;220;0;25;25;25;25;25;25;25;25;25;25
BUJAKOW;PORABKA ZAR;Pumpspeicher;Z;E003;220;0;513;513;513;513;513;513;513;513;513;513
CIEPLICE;BOBROWICE;Wasserspeicher;Z;E003;220;0;14;14;14;14;14;14;14;14;14;14
CIEPLICE;PILCHOWICE;Wasserspeicher;Z;E003;220;0;20;20;20;20;20;20;20;20;20;20
GDANSK BLONIA;BIELKOWO;Wasserspeicher;Z;E003;380;0;20;20;20;20;20;20;20;20;20;20
JASINIEC;KORONOWO;Wasserspeicher;Z;E003;220;0;39;39;39;39;39;39;39;39;39;39
JASINIEC;ZUR;Wasserspeicher;Z;E003;220;0;21;21;21;21;21;21;21;21;21;21
KLECINA;GRODEK;Wasserspeicher;Z;E003;220;0;16;16;16;16;16;16;16;16;16;16
KROSNO-ISKRZYNIA;MYCZKOWCE;Wasserspeicher;Z;E003;380;0;21;21;21;21;21;21;21;21;21;21
KROSNO-ISKRZYNIA;SOLINA;Pumpspeicher;Z;E003;380;0;213;213;213;213;213;213;213;213;213;213
LESNIOW;DYCHOW;Pumpspeicher;Z;E003;220;0;103;103;103;103;103;103;103;103;103;103
MOSCISKA;DEBE;Wasserspeicher;Z;E003;380;0;33;33;33;33;33;33;33;33;33;33
SKAWINA;NIEDZICA;Pumpspeicher;Z;E003;220;0;107;107;107;107;107;107;107;107;107;107
TAMOW;CZCHOW;Wasserspeicher;Z;E003;380;0;21;21;21;21;21;21;21;21;21;21
TAMOW;ROZNOW;Wasserspeicher;Z;E003;380;0;63;63;63;63;63;63;63;63;63;63
ZARNOWIEC;ZARNOWIEC;Pumpspeicher;Z;E003;380;0;729;729;729;729;729;729;729;729;729;729
ZYDOWO;ZYDOWO;Pumpspeicher;Z;E003;220;0;163;163;163;163;163;163;163;163;163;163
BENKEN;NIEDERURNEN;Müll;S;E001;380;0;26;0;0;0;0;0;0;0;0;0
BEZNAU;BEZNAU;KKW;S;E001;380;511;730;0;0;0;0;0;0;0;0;0
BIRR;TURGI;Müll;S;E001;220;0;26;0;0;0;0;0;0;0;0;0
GERLAFINGEN;ZUCHWIL;Müll;S;E001;220;0;25;0;0;0;0;0;0;0;0;0
GÖSGEN;GÖSGEN;KKW;S;E001;380;689,5;985;0;0;0;0;0;0;0;0;0
HAUTERIVE;FRIBOURG;Müll;S;E001;220;0;23;0;0;0;0;0;0;0;0;0
KERZERS;COLOMBIER;Müll;S;E001;220;0;19;0;0;0;0;0;0;0;0;0
LACHMATT;BASEL;Müll;S;E001;220;0;30;0;0;0;0;0;0;0;0;0
LEIBSTADT;LEIBSTADT;KKW;S;E001;380;833;1190;0;0;0;0;0;0;0;0;0
MAPRAGG;UNTERVAZ;Müll;S;E001;380;0;25;0;0;0;0;0;0;0;0;0
MÜHLEBERG;MÜHLEBERG;KKW;S;E001;220;261,1;373;0;0;0;0;0;0;0;0;0
MÜHLEBERG;BIEL;Müll;S;E001;220;0;25;0;0;0;0;0;0;0;0;0
SEEBACH;AUBRUGG;Heizkraftwerk;S;E001;220;0;24;24;24;24;24;24;24;24;24;24
ST. TRIPHON;MONTHEL;Gas;S;E001;220;13,528;68;0;0;0;0;0;0;0;0;0
VERBOIS;LES CHENEVIERS;Müll;S;E001;380;0;44;0;0;0;0;0;0;0;0;0
WIMMIS;THUN;Müll;S;E001;220;0;25;0;0;0;0;0;0;0;0;0
WINKELN;ST. GALLEN;Müll;S;E001;220;0;19;0;0;0;0;0;0;0;0;0
WITTENWIL;BAZENHEID;Müll;S;E001;220;0;15;0;0;0;0;0;0;0;0;0
AVEGNO;MAGGIA;Wasserspeicher;S;E003;220;0;626;626;626;626;626;626;626;626;626;626
BÄRENBURG;BÄRENBURG;Wasserspeicher;S;E003;220;0;220;220;220;220;220;220;220;220;220;220
BÄRENBURG;HINTERRHEIN;Wasserspeicher;S;E003;220;0;651;651;651;651;651;651;651;651;651;651
BATIAZ;BATIAZ;Wasserspeicher;S;E003;220;0;160;160;160;160;160;160;160;160;160;160
BATIAZ;VERNAYAZ;Wasserspeicher;S;E003;220;0;92;92;92;92;92;92;92;92;92;92
BAVONA;BAVONA;Wasserspeicher;S;E003;220;0;124;124;124;124;124;124;124;124;124;124
BENKEN;AM LÖNTSCH;Wasserspeicher;S;E003;380;0;90;90;90;90;90;90;90;90;90;90
BIASCA;BIASCA;Wasserspeicher;S;E003;220;0;324;324;324;324;324;324;324;324;324;324
BITSCH;BITSCH;Wasserspeicher;S;E003;220;0;331;331;331;331;331;331;331;331;331;331
CASTASEGNA;CASTASEGNA;Wasserspeicher;S;E003;220;0;100;100;100;100;100;100;100;100;100;100
CAVERGNO;CAVERGNO;Wasserspeicher;S;E003;220;0;104;104;104;104;104;104;104;104;104;104
CHAMOSON;CHANDOLINE;Wasserspeicher;S;E003;220;0;120;120;120;120;120;120;120;120;120;120
CHIPPIS;GOUGRA;Wasserspeicher;S;E003;220;0;159;159;159;159;159;159;159;159;159;159
FERRERA;FERRERA 1;Pumpspeicher;S;E003;220;-63;126;126;126;126;126;126;126;126;126;126
FIESCH;CONCHES;Wasserspeicher;S;E003;220;0;117;117;117;117;117;117;117;117;117;117
FILISUR;ENGADIN;Wasserspeicher;S;E003;380;0;410;410;410;410;410;410;410;410;410;410
FIONNAY FMM;FIONNAY (MAUVOISIN);Wasserspeicher;S;E003;220;0;128;128;128;128;128;128;128;128;128;128
FIONNAY GD;FIONNAY (DIXENCE);Wasserspeicher;S;E003;220;0;312;312;312;312;312;312;312;312;312;312
FIONNAY GD;GRANDE DIXENCE;Wasserspeicher;S;E003;220;0;680;680;680;680;680;680;680;680;680;680
GÖSCHENEN;GÖSCHENEN 1;Wasserspeicher;S;E003;220;0;165;165;165;165;165;165;165;165;165;165
GRIMSEL;GRIMSEL 2;Pumpspeicher;S;E003;220;-352;348;348;348;348;348;348;348;348;348;348
HANDECK;HANDECK 1/2;Wasserspeicher;S;E003;220;0;236;236;236;236;236;236;236;236;236;236
INNERTKIRCHEN;INNERTKIRCHEN;Wasserspeicher;S;E003;220;0;302;302;302;302;302;302;302;302;302;302
INNERTKIRCHEN;HOPFLAUENEN (TRIFT);Wasserspeicher;S;E003;220;0;86;86;86;86;86;86;86;86;86;86
LÖBBIA;LÖBBIA;Wasserspeicher;S;E003;220;0;95;95;95;95;95;95;95;95;95;95
MAGADINO;GORDOLA;Wasserspeicher;S;E003;220;0;133;133;133;133;133;133;133;133;133;133
MAPRAGG;MAPRAGG;Pumpspeicher;S;E003;380;-159;280;280;280;280;280;280;280;280;280;280
OLIVONE;OLIVONE;Wasserspeicher;S;E003;220;0;102;102;102;102;102;102;102;102;102;102
OLIVONE;ZERVREILA;Wasserspeicher;S;E003;220;0;250;250;250;250;250;250;250;250;250;250
OLIVONE;BLENIO;Wasserspeicher;S;E003;220;0;391;391;391;391;391;391;391;391;391;391
