$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
FIONNAY FMM;FIONNAY (MAUVOISIN);Wasserspeicher;S;E003;220;0;0;128
FIONNAY GD;FIONNAY (DIXENCE);Wasserspeicher;S;E003;220;0;0;992
GERLAFINGEN;ZUCHWIL;Müll;S;E001;220;0;25;25
GRIMSEL;GRIMSEL 2;Pumpspeicher;S;E003;220;-352;0;348
GÖSCHENEN;GÖSCHENEN 1;Wasserspeicher;S;E003;220;0;0;165
GÖSGEN;GÖSGEN;KKW;S;E001;380;689,5;985;985
HANDECK;HANDECK 1/2;Wasserspeicher;S;E003;220;0;0;236
HAUTERIVE;FRIBOURG;Müll;S;E001;220;0;23;23
INNERTKIRCHEN;INNERTKIRCHEN;Wasserspeicher;S;E003;220;0;0;388
KERZERS;COLOMBIER;Müll;S;E001;220;0;19;19
LACHMATT;BASEL;Müll;S;E001;220;0;30;30
LEIBSTADT;LEIBSTADT;KKW;S;E001;380;833;1190;1190
LÖBBIA;LÖBBIA;Wasserspeicher;S;E003;220;0;0;95
MAGADINO;GORDOLA;Wasserspeicher;S;E003;220;0;0;133
MAPRAGG;UNTERVAZ;Müll;S;E001;380;-159;25;305
MÜHLEBERG;MÜHLEBERG;KKW;S;E001;220;0;398;398
OLIVONE;OLIVONE;Wasserspeicher;S;E003;220;0;0;743
PRADELLA;PRADELLA;Wasserspeicher;S;E003;380;0;0;384
RIDDES;CLEUSON-DIXENCE;Wasserspeicher;S;E003;220;0;0;3009
ROBIEI;ROBIEI;Pumpspeicher;S;E003;220;-157;0;173
SARELLI;SARELLI;Wasserspeicher;S;E003;220;0;0;90
SCHIFFENEN;SCHIFFENEN;Wasserspeicher;S;E003;220;0;0;71
SEDRUN;SEDRUN;Wasserspeicher;S;E003;220;0;0;150
SEEBACH;AUBRUGG;Heizkraftwerk;S;E001;220;0;24;24
SIEBNEN;ETZELWERK ALTENDORF;Pumpspeicher;S;E003;220;-54;0;135
SILS;SILS (KHR);Wasserspeicher;S;E003;380;0;0;247
ST. TRIPHON;MONTHEL;Gas;S;E001;220;13,528;49,9014;68
STALDEN;STALDEN;Wasserspeicher;S;E003;220;0;0;295
TAVANASA;TAVANASA KVR;Wasserspeicher;S;E003;380;0;0;176
TIERFEHD;TIERFEHD (LIMMERN);Pumpspeicher;S;E003;220;-34;0;261
VALLORCINE;VALLORCINE;Wasserspeicher;S;E003;220;-30;0;307
VERBANO;VERBANO;Wasserspeicher;S;E003;220;0;0;181
VERBOIS;LES CHENEVIERS;Müll;S;E001;380;0;44;44
VEYTAUX;VEYTAUX;Pumpspeicher;S;E003;220;-256;0;240
WIMMIS;THUN;Müll;S;E001;220;0;25;25
WINKELN;ST. GALLEN;Müll;S;E001;220;0;19;19
WITTENWIL;BAZENHEID;Müll;S;E001;220;0;15;15
ZERMEIGGERN;ZERMEIGGERN;Pumpspeicher;S;E003;220;-46;0;74
ADAMOW;ADAMOW;Braunkohle;Z;E001;220;420;600;600
BLACHOZNIA;BLACHOWNIA;Bitumen;Z;E001;220;0;90,2624;165
BUJAKOW;BIELSKO-BIALA;Bitumen;Z;E001;220;0;37,9422;647
BYCZYNA;JAWORZNO;Bitumen;Z;E001;220;0;500,2311;1540
BYDGOSZCZ ZACHOD;BYDGOSZCZ;Braunkohle;Z;E001;220;158,9;227;227
CIEPLICE;BOBROWICE;Wasserspeicher;Z;E003;220;0;0;34
CZECZOT;BIELSKO-POLNOC;Bitumen;Z;E001;220;0;26,8971;55
DOBRZEN;OPOLE;Steinkohle;Z;E001;380;288;960;960
GDANSK BLONIA;BIELKOWO;Wasserspeicher;Z;E003;380;0;0;20
GDANSK I;GDANSK;Braunkohle;Z;E001;380;225,75;654;654
GORZOW;GORZOW;GuD;Z;E001;220;11;55;55
HALEMBA;HALEMBA;Bitumen;Z;E001;220;0;110,7327;200
JASINIEC;KORONOWO;Wasserspeicher;Z;E003;220;0;0;60
KATOWICE;ELCHO CHORZOW;Bitumen;Z;E001;220;0;122,3584;220
KIELCE;KIELCE;Bitumen;Z;E001;380;0;168,1321;300
KLECINA;WROCLAW;Bitumen;Z;E001;220;0;147,1189;279
KONIN;KONIN;Braunkohle;Z;E001;220;341,6;488;488
KOPANINA;LAZISKA;Bitumen;Z;E001;220;0;456,3089;1070
KOZIENICE;KOZIENICE;Bitumen;Z;E001;380;0;634,047;2940
KRAJNIK;DOLNA ODRA;Bitumen;Z;E001;380;0;531,4084;1832
KROSNO-ISKRZYNIA;MYCZKOWCE;Wasserspeicher;Z;E003;380;0;0;234
LAGISZA;LAGISZA;Bitumen;Z;E001;380;0;514,7362;1382
LESNIOW;ZIELONA GORA;Gas;Z;E001;220;0;198;301
LUBLIN;LUBLIN-WROTKOW;Gas;Z;E001;380;47;235;235
LUBOCZA;KRAKOW;Bitumen;Z;E001;220;0;255,4859;460
MIKULOWA;TUROW;Braunkohle;Z;E001;380;1400;2000;2000
MORY;SIEKIERKI;KWK (Steinkohle);Z;E001;220;0;622;622
MOSCISKA;ZERAN;KWK (Bitumen);Z;E001;380;0;250;283
OSTROLEKA;OSTROLEKA;Bitumen;Z;E001;220;0;327,2301;600
PASKUROWICE;KOGENERACJA;KWK (Bitumen);Z;E001;380;0;363;363
PATNOW;PATNOW;Braunkohle;Z;E001;220;884,8;1264;1264
POLANIEC;POLANIEC;Bitumen;Z;E001;380;0;506,7766;1600
POZNAN POLUDNIE;DALKIA POZNAN;Braunkohle;Z;E001;220;192,5;275;275
ROGOWIEC;BELCHATOW;Braunkohle;Z;E001;380;3108;4440;4440
ROKITNICA;MIECHOWICE;Bitumen;Z;E001;380;0;104,1788;199
RZESZOW;RZESZOW;Gas;Z;E001;380;20,2;101;101
SIERSZA;SIERSZA;Bitumen;Z;E001;220;0;364,7117;676
SKAWINA;SKAWINA;Bitumen;Z;E001;220;0;271,2091;597
STALOWA WOLA;STALOWA WOLA;Bitumen;Z;E001;220;0;255,6698;366
TAMOW;TARNOW II;Bitumen;Z;E001;380;0;31,4374;144
WIELOPOLE;RYBRIK;Bitumen;Z;E001;380;0;522,8053;1750
ZARNOWIEC;ZARNOWIEC;Pumpspeicher;Z;E003;380;0;0;729
ZGIERZ;DALKIA LODZ;Braunkohle;Z;E001;220;351,995;503;503
ZYDOWO;ZYDOWO;Pumpspeicher;Z;E003;220;0;0;163
